feature,bin,trades,wins,losses,win_rate_pct,avg_pnl_pct,sum_pnl_pct,median_pnl_pct,avg_mae_pct,avg_mfe_pct
reclaim_atr,"(1.496, 1.77]",56,39,17,69.64285714285714,5.192478462019404,290.77879387308667,4.017471636337694,-3.453544099300754,8.14758698078299
reclaim_atr,"(0.769, 0.854]",56,36,20,64.28571428571429,6.063700166515959,339.5672093248937,2.242446959752265,-2.8346959486763814,10.18362353308885
ret1,"(0.00283, 0.00853]",56,25,31,44.642857142857146,0.5154036710297135,28.862605577663956,-1.1209526773179657,-2.162084011009567,2.7426140159772925
ret1,"(0.00853, 0.0109]",56,26,30,46.42857142857143,0.5995854195073351,33.57678349241077,-0.3487061843173982,-2.139802665658987,3.2141892963995446
ret1,"(0.0136, 0.0164]",56,26,30,46.42857142857143,0.985204405010897,55.17144668061023,-1.3212581762397106,-2.97703811329263,4.24628794045869
ret1,"(0.0164, 0.0192]",56,28,28,50.0,1.2900270208559454,72.24151316793295,-0.23826402213653944,-4.518792016023887,4.756813160344179
ret1,"(0.0109, 0.0136]",55,29,26,52.72727272727272,1.3972358779244678,76.84797328584573,1.2979245012200336,-3.0448036994913794,4.796173384088757
ret1,"(0.0231, 0.0297]",56,36,20,64.28571428571429,2.976121029518512,166.66277765303667,3.855796582099561,-3.770556261855074,6.4785338294696215
ret1,"(0.0192, 0.0231]",55,37,18,67.27272727272727,3.5858642989570924,197.2225364426401,4.987611920703692,-3.0120270091997297,5.971437790022071
ret1,"(0.0297, 0.0358]",55,40,15,72.72727272727273,4.740319513588717,260.71757324737945,5.169457700650758,-3.406017744106635,7.5768350576574415
ret1,"(0.0358, 0.0536]",56,43,13,76.78571428571429,6.821775805155334,382.0194450886987,5.795163363029248,-3.8371464373664645,10.588083066947549
ret1,"(0.0536, 0.328]",56,43,13,76.78571428571429,15.656046059299312,876.7385793207615,11.053703177904083,-5.459756753955441,25.111383340481844
ret10,"(-0.063, 0.0295]",56,22,34,39.285714285714285,-0.1389739626777746,-7.782541909955377,-1.4462177467117234,-2.528739666495383,2.6017836359415396
ret10,"(-0.0768, -0.063]",56,28,28,50.0,0.6479423076576504,36.284769228828424,0.009801378669917017,-2.2471724594230214,3.760033749876691
