period,scenario,selected_after_cap,selected_before_cap,spec
PRE_2025Q4,btc_rb_z4_gap0_cd144_h48_k1_short_capnone,102702,102702,btc_rb_z4_gap0_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd144_h48_k1_short_capnone,10618,10618,btc_rb_z4_gap0_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd144_h48_k1_short_capnone,1499,1499,btc_rb_z4_gap0_cd144_h48_k1_short
BASE,btc_rb_z4_gap0_cd144_h48_k1_short_cap20,110674,114819,btc_rb_z4_gap0_cd144_h48_k1_short
EX_2025Q4,btc_rb_z4_gap0_cd144_h48_k1_short_cap20,101645,104201,btc_rb_z4_gap0_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z4_gap0_cd144_h48_k1_short_cap20,100432,102702,btc_rb_z4_gap0_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd144_h48_k1_short_cap20,9030,10618,btc_rb_z4_gap0_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd144_h48_k1_short_cap20,1213,1499,btc_rb_z4_gap0_cd144_h48_k1_short
BASE,btc_rb_z4_gap0_cd144_h48_k1_short_cap50,114819,114819,btc_rb_z4_gap0_cd144_h48_k1_short
EX_2025Q4,btc_rb_z4_gap0_cd144_h48_k1_short_cap50,104201,104201,btc_rb_z4_gap0_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z4_gap0_cd144_h48_k1_short_cap50,102702,102702,btc_rb_z4_gap0_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd144_h48_k1_short_cap50,10618,10618,btc_rb_z4_gap0_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd144_h48_k1_short_cap50,1499,1499,btc_rb_z4_gap0_cd144_h48_k1_short
BASE,btc_rb_z4_gap0.5_cd48_h48_k1_short_capnone,122356,122356,btc_rb_z4_gap0.5_cd48_h48_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd48_h48_k1_short_capnone,111659,111659,btc_rb_z4_gap0.5_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd48_h48_k1_short_capnone,110168,110168,btc_rb_z4_gap0.5_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd48_h48_k1_short_capnone,10697,10697,btc_rb_z4_gap0.5_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd48_h48_k1_short_capnone,1491,1491,btc_rb_z4_gap0.5_cd48_h48_k1_short
BASE,btc_rb_z4_gap0.5_cd48_h48_k1_short_cap20,118075,122356,btc_rb_z4_gap0.5_cd48_h48_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd48_h48_k1_short_cap20,108925,111659,btc_rb_z4_gap0.5_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd48_h48_k1_short_cap20,107704,110168,btc_rb_z4_gap0.5_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd48_h48_k1_short_cap20,9154,10697,btc_rb_z4_gap0.5_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd48_h48_k1_short_cap20,1221,1491,btc_rb_z4_gap0.5_cd48_h48_k1_short
BASE,btc_rb_z4_gap0.5_cd48_h48_k1_short_cap50,122356,122356,btc_rb_z4_gap0.5_cd48_h48_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd48_h48_k1_short_cap50,111659,111659,btc_rb_z4_gap0.5_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd48_h48_k1_short_cap50,110168,110168,btc_rb_z4_gap0.5_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd48_h48_k1_short_cap50,10697,10697,btc_rb_z4_gap0.5_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd48_h48_k1_short_cap50,1491,1491,btc_rb_z4_gap0.5_cd48_h48_k1_short
BASE,btc_rb_z4_gap0.5_cd144_h48_k1_short_capnone,106513,106513,btc_rb_z4_gap0.5_cd144_h48_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd144_h48_k1_short_capnone,96992,96992,btc_rb_z4_gap0.5_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd144_h48_k1_short_capnone,95669,95669,btc_rb_z4_gap0.5_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd144_h48_k1_short_capnone,9521,9521,btc_rb_z4_gap0.5_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd144_h48_k1_short_capnone,1323,1323,btc_rb_z4_gap0.5_cd144_h48_k1_short
BASE,btc_rb_z4_gap0.5_cd144_h48_k1_short_cap20,104313,106513,btc_rb_z4_gap0.5_cd144_h48_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd144_h48_k1_short_cap20,95710,96992,btc_rb_z4_gap0.5_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd144_h48_k1_short_cap20,94538,95669,btc_rb_z4_gap0.5_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd144_h48_k1_short_cap20,8606,9521,btc_rb_z4_gap0.5_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd144_h48_k1_short_cap20,1172,1323,btc_rb_z4_gap0.5_cd144_h48_k1_short
BASE,btc_rb_z4_gap0.5_cd144_h48_k1_short_cap50,106513,106513,btc_rb_z4_gap0.5_cd144_h48_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd144_h48_k1_short_cap50,96992,96992,btc_rb_z4_gap0.5_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd144_h48_k1_short_cap50,95669,95669,btc_rb_z4_gap0.5_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd144_h48_k1_short_cap50,9521,9521,btc_rb_z4_gap0.5_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd144_h48_k1_short_cap50,1323,1323,btc_rb_z4_gap0.5_cd144_h48_k1_short
BASE,btc_rb_z4_gap1_cd48_h48_k1_short_capnone,115580,115580,btc_rb_z4_gap1_cd48_h48_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd48_h48_k1_short_capnone,105844,105844,btc_rb_z4_gap1_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd48_h48_k1_short_capnone,104476,104476,btc_rb_z4_gap1_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd48_h48_k1_short_capnone,9736,9736,btc_rb_z4_gap1_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd48_h48_k1_short_capnone,1368,1368,btc_rb_z4_gap1_cd48_h48_k1_short
BASE,btc_rb_z4_gap1_cd48_h48_k1_short_cap20,113060,115580,btc_rb_z4_gap1_cd48_h48_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd48_h48_k1_short_cap20,104265,105844,btc_rb_z4_gap1_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd48_h48_k1_short_cap20,103071,104476,btc_rb_z4_gap1_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd48_h48_k1_short_cap20,8799,9736,btc_rb_z4_gap1_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd48_h48_k1_short_cap20,1194,1368,btc_rb_z4_gap1_cd48_h48_k1_short
BASE,btc_rb_z4_gap1_cd48_h48_k1_short_cap50,115580,115580,btc_rb_z4_gap1_cd48_h48_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd48_h48_k1_short_cap50,105844,105844,btc_rb_z4_gap1_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd48_h48_k1_short_cap50,104476,104476,btc_rb_z4_gap1_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd48_h48_k1_short_cap50,9736,9736,btc_rb_z4_gap1_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd48_h48_k1_short_cap50,1368,1368,btc_rb_z4_gap1_cd48_h48_k1_short
BASE,btc_rb_z4_gap1_cd144_h48_k1_short_capnone,101241,101241,btc_rb_z4_gap1_cd144_h48_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd144_h48_k1_short_capnone,92478,92478,btc_rb_z4_gap1_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd144_h48_k1_short_capnone,91248,91248,btc_rb_z4_gap1_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd144_h48_k1_short_capnone,8763,8763,btc_rb_z4_gap1_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd144_h48_k1_short_capnone,1230,1230,btc_rb_z4_gap1_cd144_h48_k1_short
BASE,btc_rb_z4_gap1_cd144_h48_k1_short_cap20,99989,101241,btc_rb_z4_gap1_cd144_h48_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd144_h48_k1_short_cap20,91778,92478,btc_rb_z4_gap1_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd144_h48_k1_short_cap20,90645,91248,btc_rb_z4_gap1_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd144_h48_k1_short_cap20,8215,8763,btc_rb_z4_gap1_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd144_h48_k1_short_cap20,1133,1230,btc_rb_z4_gap1_cd144_h48_k1_short
BASE,btc_rb_z4_gap1_cd144_h48_k1_short_cap50,101241,101241,btc_rb_z4_gap1_cd144_h48_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd144_h48_k1_short_cap50,92478,92478,btc_rb_z4_gap1_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd144_h48_k1_short_cap50,91248,91248,btc_rb_z4_gap1_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd144_h48_k1_short_cap50,8763,8763,btc_rb_z4_gap1_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd144_h48_k1_short_cap50,1230,1230,btc_rb_z4_gap1_cd144_h48_k1_short
BASE,btc_rb_z4_gap0_cd72_h72_k1_short_capnone,126908,126908,btc_rb_z4_gap0_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4_gap0_cd72_h72_k1_short_capnone,115345,115345,btc_rb_z4_gap0_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap0_cd72_h72_k1_short_capnone,113701,113701,btc_rb_z4_gap0_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd72_h72_k1_short_capnone,11563,11563,btc_rb_z4_gap0_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd72_h72_k1_short_capnone,1644,1644,btc_rb_z4_gap0_cd72_h72_k1_short
BASE,btc_rb_z4_gap0_cd72_h72_k1_short_cap20,106828,126908,btc_rb_z4_gap0_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4_gap0_cd72_h72_k1_short_cap20,100082,115345,btc_rb_z4_gap0_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap0_cd72_h72_k1_short_cap20,99208,113701,btc_rb_z4_gap0_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd72_h72_k1_short_cap20,6755,11563,btc_rb_z4_gap0_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd72_h72_k1_short_cap20,874,1644,btc_rb_z4_gap0_cd72_h72_k1_short
BASE,btc_rb_z4_gap0_cd72_h72_k1_short_cap50,126897,126908,btc_rb_z4_gap0_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4_gap0_cd72_h72_k1_short_cap50,115341,115345,btc_rb_z4_gap0_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap0_cd72_h72_k1_short_cap50,113701,113701,btc_rb_z4_gap0_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd72_h72_k1_short_cap50,11557,11563,btc_rb_z4_gap0_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd72_h72_k1_short_cap50,1640,1644,btc_rb_z4_gap0_cd72_h72_k1_short
BASE,btc_rb_z4_gap0_cd144_h72_k1_short_capnone,114808,114808,btc_rb_z4_gap0_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4_gap0_cd144_h72_k1_short_capnone,104201,104201,btc_rb_z4_gap0_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap0_cd144_h72_k1_short_capnone,102702,102702,btc_rb_z4_gap0_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd144_h72_k1_short_capnone,10607,10607,btc_rb_z4_gap0_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd144_h72_k1_short_capnone,1499,1499,btc_rb_z4_gap0_cd144_h72_k1_short
BASE,btc_rb_z4_gap0_cd144_h72_k1_short_cap20,99892,114808,btc_rb_z4_gap0_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4_gap0_cd144_h72_k1_short_cap20,93250,104201,btc_rb_z4_gap0_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap0_cd144_h72_k1_short_cap20,92380,102702,btc_rb_z4_gap0_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd144_h72_k1_short_cap20,6651,10607,btc_rb_z4_gap0_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd144_h72_k1_short_cap20,870,1499,btc_rb_z4_gap0_cd144_h72_k1_short
BASE,btc_rb_z4_gap0_cd144_h72_k1_short_cap50,114808,114808,btc_rb_z4_gap0_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4_gap0_cd144_h72_k1_short_cap50,104201,104201,btc_rb_z4_gap0_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap0_cd144_h72_k1_short_cap50,102702,102702,btc_rb_z4_gap0_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd144_h72_k1_short_cap50,10607,10607,btc_rb_z4_gap0_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd144_h72_k1_short_cap50,1499,1499,btc_rb_z4_gap0_cd144_h72_k1_short
BASE,btc_rb_z4_gap0.5_cd72_h72_k1_short_capnone,117113,117113,btc_rb_z4_gap0.5_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd72_h72_k1_short_capnone,106844,106844,btc_rb_z4_gap0.5_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd72_h72_k1_short_capnone,105405,105405,btc_rb_z4_gap0.5_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd72_h72_k1_short_capnone,10269,10269,btc_rb_z4_gap0.5_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd72_h72_k1_short_capnone,1439,1439,btc_rb_z4_gap0.5_cd72_h72_k1_short
BASE,btc_rb_z4_gap0.5_cd72_h72_k1_short_cap20,102781,117113,btc_rb_z4_gap0.5_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd72_h72_k1_short_cap20,96134,106844,btc_rb_z4_gap0.5_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd72_h72_k1_short_cap20,95264,105405,btc_rb_z4_gap0.5_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd72_h72_k1_short_cap20,6654,10269,btc_rb_z4_gap0.5_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd72_h72_k1_short_cap20,870,1439,btc_rb_z4_gap0.5_cd72_h72_k1_short
BASE,btc_rb_z4_gap0.5_cd72_h72_k1_short_cap50,117112,117113,btc_rb_z4_gap0.5_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd72_h72_k1_short_cap50,106844,106844,btc_rb_z4_gap0.5_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd72_h72_k1_short_cap50,105405,105405,btc_rb_z4_gap0.5_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd72_h72_k1_short_cap50,10268,10269,btc_rb_z4_gap0.5_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd72_h72_k1_short_cap50,1439,1439,btc_rb_z4_gap0.5_cd72_h72_k1_short
BASE,btc_rb_z4_gap0.5_cd144_h72_k1_short_capnone,106504,106504,btc_rb_z4_gap0.5_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd144_h72_k1_short_capnone,96992,96992,btc_rb_z4_gap0.5_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd144_h72_k1_short_capnone,95669,95669,btc_rb_z4_gap0.5_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd144_h72_k1_short_capnone,9512,9512,btc_rb_z4_gap0.5_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd144_h72_k1_short_capnone,1323,1323,btc_rb_z4_gap0.5_cd144_h72_k1_short
BASE,btc_rb_z4_gap0.5_cd144_h72_k1_short_cap20,95971,106504,btc_rb_z4_gap0.5_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd144_h72_k1_short_cap20,89434,96992,btc_rb_z4_gap0.5_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd144_h72_k1_short_cap20,88572,95669,btc_rb_z4_gap0.5_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd144_h72_k1_short_cap20,6542,9512,btc_rb_z4_gap0.5_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd144_h72_k1_short_cap20,862,1323,btc_rb_z4_gap0.5_cd144_h72_k1_short
BASE,btc_rb_z4_gap0.5_cd144_h72_k1_short_cap50,106504,106504,btc_rb_z4_gap0.5_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd144_h72_k1_short_cap50,96992,96992,btc_rb_z4_gap0.5_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd144_h72_k1_short_cap50,95669,95669,btc_rb_z4_gap0.5_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd144_h72_k1_short_cap50,9512,9512,btc_rb_z4_gap0.5_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd144_h72_k1_short_cap50,1323,1323,btc_rb_z4_gap0.5_cd144_h72_k1_short
BASE,btc_rb_z4_gap1_cd72_h72_k1_short_capnone,110826,110826,btc_rb_z4_gap1_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd72_h72_k1_short_capnone,101444,101444,btc_rb_z4_gap1_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd72_h72_k1_short_capnone,100123,100123,btc_rb_z4_gap1_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd72_h72_k1_short_capnone,9382,9382,btc_rb_z4_gap1_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd72_h72_k1_short_capnone,1321,1321,btc_rb_z4_gap1_cd72_h72_k1_short
BASE,btc_rb_z4_gap1_cd72_h72_k1_short_cap20,99932,110826,btc_rb_z4_gap1_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd72_h72_k1_short_cap20,93380,101444,btc_rb_z4_gap1_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd72_h72_k1_short_cap20,92519,100123,btc_rb_z4_gap1_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd72_h72_k1_short_cap20,6557,9382,btc_rb_z4_gap1_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd72_h72_k1_short_cap20,861,1321,btc_rb_z4_gap1_cd72_h72_k1_short
BASE,btc_rb_z4_gap1_cd72_h72_k1_short_cap50,110826,110826,btc_rb_z4_gap1_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd72_h72_k1_short_cap50,101444,101444,btc_rb_z4_gap1_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd72_h72_k1_short_cap50,100123,100123,btc_rb_z4_gap1_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd72_h72_k1_short_cap50,9382,9382,btc_rb_z4_gap1_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd72_h72_k1_short_cap50,1321,1321,btc_rb_z4_gap1_cd72_h72_k1_short
BASE,btc_rb_z4_gap1_cd144_h72_k1_short_capnone,101233,101233,btc_rb_z4_gap1_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd144_h72_k1_short_capnone,92478,92478,btc_rb_z4_gap1_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd144_h72_k1_short_capnone,91248,91248,btc_rb_z4_gap1_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd144_h72_k1_short_capnone,8755,8755,btc_rb_z4_gap1_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd144_h72_k1_short_capnone,1230,1230,btc_rb_z4_gap1_cd144_h72_k1_short
BASE,btc_rb_z4_gap1_cd144_h72_k1_short_cap20,93268,101233,btc_rb_z4_gap1_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd144_h72_k1_short_cap20,86838,92478,btc_rb_z4_gap1_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd144_h72_k1_short_cap20,85984,91248,btc_rb_z4_gap1_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd144_h72_k1_short_cap20,6435,8755,btc_rb_z4_gap1_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd144_h72_k1_short_cap20,854,1230,btc_rb_z4_gap1_cd144_h72_k1_short
BASE,btc_rb_z4_gap1_cd144_h72_k1_short_cap50,101233,101233,btc_rb_z4_gap1_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd144_h72_k1_short_cap50,92478,92478,btc_rb_z4_gap1_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd144_h72_k1_short_cap50,91248,91248,btc_rb_z4_gap1_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd144_h72_k1_short_cap50,8755,8755,btc_rb_z4_gap1_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd144_h72_k1_short_cap50,1230,1230,btc_rb_z4_gap1_cd144_h72_k1_short
BASE,btc_rb_z4_gap0_cd96_h96_k1_short_capnone,122309,122309,btc_rb_z4_gap0_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4_gap0_cd96_h96_k1_short_capnone,111121,111121,btc_rb_z4_gap0_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4_gap0_cd96_h96_k1_short_capnone,109524,109524,btc_rb_z4_gap0_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd96_h96_k1_short_capnone,11188,11188,btc_rb_z4_gap0_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd96_h96_k1_short_capnone,1597,1597,btc_rb_z4_gap0_cd96_h96_k1_short
BASE,btc_rb_z4_gap0_cd96_h96_k1_short_cap20,91629,122309,btc_rb_z4_gap0_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4_gap0_cd96_h96_k1_short_cap20,86453,111121,btc_rb_z4_gap0_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4_gap0_cd96_h96_k1_short_cap20,85786,109524,btc_rb_z4_gap0_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd96_h96_k1_short_cap20,5179,11188,btc_rb_z4_gap0_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd96_h96_k1_short_cap20,667,1597,btc_rb_z4_gap0_cd96_h96_k1_short
BASE,btc_rb_z4_gap0_cd96_h96_k1_short_cap50,121576,122309,btc_rb_z4_gap0_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4_gap0_cd96_h96_k1_short_cap50,110808,111121,btc_rb_z4_gap0_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4_gap0_cd96_h96_k1_short_cap50,109329,109524,btc_rb_z4_gap0_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd96_h96_k1_short_cap50,10771,11188,btc_rb_z4_gap0_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd96_h96_k1_short_cap50,1479,1597,btc_rb_z4_gap0_cd96_h96_k1_short
BASE,btc_rb_z4_gap0_cd144_h96_k1_short_capnone,114798,114798,btc_rb_z4_gap0_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4_gap0_cd144_h96_k1_short_capnone,104201,104201,btc_rb_z4_gap0_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4_gap0_cd144_h96_k1_short_capnone,102702,102702,btc_rb_z4_gap0_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd144_h96_k1_short_capnone,10597,10597,btc_rb_z4_gap0_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd144_h96_k1_short_capnone,1499,1499,btc_rb_z4_gap0_cd144_h96_k1_short
BASE,btc_rb_z4_gap0_cd144_h96_k1_short_cap20,88564,114798,btc_rb_z4_gap0_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4_gap0_cd144_h96_k1_short_cap20,83417,104201,btc_rb_z4_gap0_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4_gap0_cd144_h96_k1_short_cap20,82750,102702,btc_rb_z4_gap0_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd144_h96_k1_short_cap20,5154,10597,btc_rb_z4_gap0_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd144_h96_k1_short_cap20,667,1499,btc_rb_z4_gap0_cd144_h96_k1_short
BASE,btc_rb_z4_gap0_cd144_h96_k1_short_cap50,114393,114798,btc_rb_z4_gap0_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4_gap0_cd144_h96_k1_short_cap50,104048,104201,btc_rb_z4_gap0_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4_gap0_cd144_h96_k1_short_cap50,102610,102702,btc_rb_z4_gap0_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4_gap0_cd144_h96_k1_short_cap50,10347,10597,btc_rb_z4_gap0_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0_cd144_h96_k1_short_cap50,1438,1499,btc_rb_z4_gap0_cd144_h96_k1_short
BASE,btc_rb_z4_gap0.5_cd96_h96_k1_short_capnone,113092,113092,btc_rb_z4_gap0.5_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd96_h96_k1_short_capnone,103119,103119,btc_rb_z4_gap0.5_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd96_h96_k1_short_capnone,101710,101710,btc_rb_z4_gap0.5_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd96_h96_k1_short_capnone,9973,9973,btc_rb_z4_gap0.5_cd96_h96_k1_short
