period,scenario,selected_after_cap,selected_before_cap,spec
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd36_h36_k1_short_cap50,9435,9435,btc_rb_z4.5_gap0.5_cd36_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd36_h36_k1_short_cap50,1375,1375,btc_rb_z4.5_gap0.5_cd36_h36_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h36_k1_short_capnone,88493,88493,btc_rb_z4.5_gap0.5_cd144_h36_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h36_k1_short_capnone,80128,80128,btc_rb_z4.5_gap0.5_cd144_h36_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h36_k1_short_capnone,78918,78918,btc_rb_z4.5_gap0.5_cd144_h36_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h36_k1_short_capnone,8365,8365,btc_rb_z4.5_gap0.5_cd144_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h36_k1_short_capnone,1210,1210,btc_rb_z4.5_gap0.5_cd144_h36_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h36_k1_short_cap20,88394,88493,btc_rb_z4.5_gap0.5_cd144_h36_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h36_k1_short_cap20,80078,80128,btc_rb_z4.5_gap0.5_cd144_h36_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h36_k1_short_cap20,78879,78918,btc_rb_z4.5_gap0.5_cd144_h36_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h36_k1_short_cap20,8317,8365,btc_rb_z4.5_gap0.5_cd144_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h36_k1_short_cap20,1199,1210,btc_rb_z4.5_gap0.5_cd144_h36_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h36_k1_short_cap50,88493,88493,btc_rb_z4.5_gap0.5_cd144_h36_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h36_k1_short_cap50,80128,80128,btc_rb_z4.5_gap0.5_cd144_h36_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h36_k1_short_cap50,78918,78918,btc_rb_z4.5_gap0.5_cd144_h36_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h36_k1_short_cap50,8365,8365,btc_rb_z4.5_gap0.5_cd144_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h36_k1_short_cap50,1210,1210,btc_rb_z4.5_gap0.5_cd144_h36_k1_short
BASE,btc_rb_z4.5_gap1_cd36_h36_k1_short_capnone,94083,94083,btc_rb_z4.5_gap1_cd36_h36_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd36_h36_k1_short_capnone,85689,85689,btc_rb_z4.5_gap1_cd36_h36_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd36_h36_k1_short_capnone,84446,84446,btc_rb_z4.5_gap1_cd36_h36_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd36_h36_k1_short_capnone,8394,8394,btc_rb_z4.5_gap1_cd36_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd36_h36_k1_short_capnone,1243,1243,btc_rb_z4.5_gap1_cd36_h36_k1_short
BASE,btc_rb_z4.5_gap1_cd36_h36_k1_short_cap20,93997,94083,btc_rb_z4.5_gap1_cd36_h36_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd36_h36_k1_short_cap20,85642,85689,btc_rb_z4.5_gap1_cd36_h36_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd36_h36_k1_short_cap20,84407,84446,btc_rb_z4.5_gap1_cd36_h36_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd36_h36_k1_short_cap20,8355,8394,btc_rb_z4.5_gap1_cd36_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd36_h36_k1_short_cap20,1235,1243,btc_rb_z4.5_gap1_cd36_h36_k1_short
BASE,btc_rb_z4.5_gap1_cd36_h36_k1_short_cap50,94083,94083,btc_rb_z4.5_gap1_cd36_h36_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd36_h36_k1_short_cap50,85689,85689,btc_rb_z4.5_gap1_cd36_h36_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd36_h36_k1_short_cap50,84446,84446,btc_rb_z4.5_gap1_cd36_h36_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd36_h36_k1_short_cap50,8394,8394,btc_rb_z4.5_gap1_cd36_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd36_h36_k1_short_cap50,1243,1243,btc_rb_z4.5_gap1_cd36_h36_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h36_k1_short_capnone,82581,82581,btc_rb_z4.5_gap1_cd144_h36_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h36_k1_short_capnone,75052,75052,btc_rb_z4.5_gap1_cd144_h36_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h36_k1_short_capnone,73942,73942,btc_rb_z4.5_gap1_cd144_h36_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h36_k1_short_capnone,7529,7529,btc_rb_z4.5_gap1_cd144_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h36_k1_short_capnone,1110,1110,btc_rb_z4.5_gap1_cd144_h36_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h36_k1_short_cap20,82550,82581,btc_rb_z4.5_gap1_cd144_h36_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h36_k1_short_cap20,75035,75052,btc_rb_z4.5_gap1_cd144_h36_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h36_k1_short_cap20,73927,73942,btc_rb_z4.5_gap1_cd144_h36_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h36_k1_short_cap20,7515,7529,btc_rb_z4.5_gap1_cd144_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h36_k1_short_cap20,1108,1110,btc_rb_z4.5_gap1_cd144_h36_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h36_k1_short_cap50,82581,82581,btc_rb_z4.5_gap1_cd144_h36_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h36_k1_short_cap50,75052,75052,btc_rb_z4.5_gap1_cd144_h36_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h36_k1_short_cap50,73942,73942,btc_rb_z4.5_gap1_cd144_h36_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h36_k1_short_cap50,7529,7529,btc_rb_z4.5_gap1_cd144_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h36_k1_short_cap50,1110,1110,btc_rb_z4.5_gap1_cd144_h36_k1_short
BASE,btc_rb_z4.5_gap0_cd48_h48_k1_short_capnone,107670,107670,btc_rb_z4.5_gap0_cd48_h48_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd48_h48_k1_short_capnone,97317,97317,btc_rb_z4.5_gap0_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd48_h48_k1_short_capnone,95789,95789,btc_rb_z4.5_gap0_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd48_h48_k1_short_capnone,10353,10353,btc_rb_z4.5_gap0_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd48_h48_k1_short_capnone,1528,1528,btc_rb_z4.5_gap0_cd48_h48_k1_short
BASE,btc_rb_z4.5_gap0_cd48_h48_k1_short_cap20,103741,107670,btc_rb_z4.5_gap0_cd48_h48_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd48_h48_k1_short_cap20,94915,97317,btc_rb_z4.5_gap0_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd48_h48_k1_short_cap20,93692,95789,btc_rb_z4.5_gap0_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd48_h48_k1_short_cap20,8827,10353,btc_rb_z4.5_gap0_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd48_h48_k1_short_cap20,1223,1528,btc_rb_z4.5_gap0_cd48_h48_k1_short
BASE,btc_rb_z4.5_gap0_cd48_h48_k1_short_cap50,107670,107670,btc_rb_z4.5_gap0_cd48_h48_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd48_h48_k1_short_cap50,97317,97317,btc_rb_z4.5_gap0_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd48_h48_k1_short_cap50,95789,95789,btc_rb_z4.5_gap0_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd48_h48_k1_short_cap50,10353,10353,btc_rb_z4.5_gap0_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd48_h48_k1_short_cap50,1528,1528,btc_rb_z4.5_gap0_cd48_h48_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h48_k1_short_capnone,95358,95358,btc_rb_z4.5_gap0_cd144_h48_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h48_k1_short_capnone,86063,86063,btc_rb_z4.5_gap0_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h48_k1_short_capnone,84708,84708,btc_rb_z4.5_gap0_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h48_k1_short_capnone,9295,9295,btc_rb_z4.5_gap0_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h48_k1_short_capnone,1355,1355,btc_rb_z4.5_gap0_cd144_h48_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h48_k1_short_cap20,93131,95358,btc_rb_z4.5_gap0_cd144_h48_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h48_k1_short_cap20,84780,86063,btc_rb_z4.5_gap0_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h48_k1_short_cap20,83604,84708,btc_rb_z4.5_gap0_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h48_k1_short_cap20,8352,9295,btc_rb_z4.5_gap0_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h48_k1_short_cap20,1176,1355,btc_rb_z4.5_gap0_cd144_h48_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h48_k1_short_cap50,95358,95358,btc_rb_z4.5_gap0_cd144_h48_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h48_k1_short_cap50,86063,86063,btc_rb_z4.5_gap0_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h48_k1_short_cap50,84708,84708,btc_rb_z4.5_gap0_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h48_k1_short_cap50,9295,9295,btc_rb_z4.5_gap0_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h48_k1_short_cap50,1355,1355,btc_rb_z4.5_gap0_cd144_h48_k1_short
BASE,btc_rb_z4.5_gap0.5_cd48_h48_k1_short_capnone,99293,99293,btc_rb_z4.5_gap0.5_cd48_h48_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd48_h48_k1_short_capnone,90059,90059,btc_rb_z4.5_gap0.5_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd48_h48_k1_short_capnone,88712,88712,btc_rb_z4.5_gap0.5_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd48_h48_k1_short_capnone,9234,9234,btc_rb_z4.5_gap0.5_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd48_h48_k1_short_capnone,1347,1347,btc_rb_z4.5_gap0.5_cd48_h48_k1_short
BASE,btc_rb_z4.5_gap0.5_cd48_h48_k1_short_cap20,97247,99293,btc_rb_z4.5_gap0.5_cd48_h48_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd48_h48_k1_short_cap20,88857,90059,btc_rb_z4.5_gap0.5_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd48_h48_k1_short_cap20,87693,88712,btc_rb_z4.5_gap0.5_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd48_h48_k1_short_cap20,8393,9234,btc_rb_z4.5_gap0.5_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd48_h48_k1_short_cap20,1164,1347,btc_rb_z4.5_gap0.5_cd48_h48_k1_short
BASE,btc_rb_z4.5_gap0.5_cd48_h48_k1_short_cap50,99293,99293,btc_rb_z4.5_gap0.5_cd48_h48_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd48_h48_k1_short_cap50,90059,90059,btc_rb_z4.5_gap0.5_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd48_h48_k1_short_cap50,88712,88712,btc_rb_z4.5_gap0.5_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd48_h48_k1_short_cap50,9234,9234,btc_rb_z4.5_gap0.5_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd48_h48_k1_short_cap50,1347,1347,btc_rb_z4.5_gap0.5_cd48_h48_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h48_k1_short_capnone,88488,88488,btc_rb_z4.5_gap0.5_cd144_h48_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h48_k1_short_capnone,80128,80128,btc_rb_z4.5_gap0.5_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h48_k1_short_capnone,78918,78918,btc_rb_z4.5_gap0.5_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h48_k1_short_capnone,8360,8360,btc_rb_z4.5_gap0.5_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h48_k1_short_capnone,1210,1210,btc_rb_z4.5_gap0.5_cd144_h48_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h48_k1_short_cap20,87409,88488,btc_rb_z4.5_gap0.5_cd144_h48_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h48_k1_short_cap20,79526,80128,btc_rb_z4.5_gap0.5_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h48_k1_short_cap20,78413,78918,btc_rb_z4.5_gap0.5_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h48_k1_short_cap20,7886,8360,btc_rb_z4.5_gap0.5_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h48_k1_short_cap20,1113,1210,btc_rb_z4.5_gap0.5_cd144_h48_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h48_k1_short_cap50,88488,88488,btc_rb_z4.5_gap0.5_cd144_h48_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h48_k1_short_cap50,80128,80128,btc_rb_z4.5_gap0.5_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h48_k1_short_cap50,78918,78918,btc_rb_z4.5_gap0.5_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h48_k1_short_cap50,8360,8360,btc_rb_z4.5_gap0.5_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h48_k1_short_cap50,1210,1210,btc_rb_z4.5_gap0.5_cd144_h48_k1_short
BASE,btc_rb_z4.5_gap1_cd48_h48_k1_short_capnone,92029,92029,btc_rb_z4.5_gap1_cd48_h48_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd48_h48_k1_short_capnone,83807,83807,btc_rb_z4.5_gap1_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd48_h48_k1_short_capnone,82587,82587,btc_rb_z4.5_gap1_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd48_h48_k1_short_capnone,8222,8222,btc_rb_z4.5_gap1_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd48_h48_k1_short_capnone,1220,1220,btc_rb_z4.5_gap1_cd48_h48_k1_short
BASE,btc_rb_z4.5_gap1_cd48_h48_k1_short_cap20,91076,92029,btc_rb_z4.5_gap1_cd48_h48_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd48_h48_k1_short_cap20,83242,83807,btc_rb_z4.5_gap1_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd48_h48_k1_short_cap20,82120,82587,btc_rb_z4.5_gap1_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd48_h48_k1_short_cap20,7838,8222,btc_rb_z4.5_gap1_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd48_h48_k1_short_cap20,1122,1220,btc_rb_z4.5_gap1_cd48_h48_k1_short
BASE,btc_rb_z4.5_gap1_cd48_h48_k1_short_cap50,92029,92029,btc_rb_z4.5_gap1_cd48_h48_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd48_h48_k1_short_cap50,83807,83807,btc_rb_z4.5_gap1_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd48_h48_k1_short_cap50,82587,82587,btc_rb_z4.5_gap1_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd48_h48_k1_short_cap50,8222,8222,btc_rb_z4.5_gap1_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd48_h48_k1_short_cap50,1220,1220,btc_rb_z4.5_gap1_cd48_h48_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h48_k1_short_capnone,82576,82576,btc_rb_z4.5_gap1_cd144_h48_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h48_k1_short_capnone,75052,75052,btc_rb_z4.5_gap1_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h48_k1_short_capnone,73942,73942,btc_rb_z4.5_gap1_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h48_k1_short_capnone,7524,7524,btc_rb_z4.5_gap1_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h48_k1_short_capnone,1110,1110,btc_rb_z4.5_gap1_cd144_h48_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h48_k1_short_cap20,82096,82576,btc_rb_z4.5_gap1_cd144_h48_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h48_k1_short_cap20,74790,75052,btc_rb_z4.5_gap1_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h48_k1_short_cap20,73728,73942,btc_rb_z4.5_gap1_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h48_k1_short_cap20,7308,7524,btc_rb_z4.5_gap1_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h48_k1_short_cap20,1062,1110,btc_rb_z4.5_gap1_cd144_h48_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h48_k1_short_cap50,82576,82576,btc_rb_z4.5_gap1_cd144_h48_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h48_k1_short_cap50,75052,75052,btc_rb_z4.5_gap1_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h48_k1_short_cap50,73942,73942,btc_rb_z4.5_gap1_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h48_k1_short_cap50,7524,7524,btc_rb_z4.5_gap1_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h48_k1_short_cap50,1110,1110,btc_rb_z4.5_gap1_cd144_h48_k1_short
BASE,btc_rb_z4.5_gap0_cd72_h72_k1_short_capnone,103714,103714,btc_rb_z4.5_gap0_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd72_h72_k1_short_capnone,93733,93733,btc_rb_z4.5_gap0_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd72_h72_k1_short_capnone,92261,92261,btc_rb_z4.5_gap0_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd72_h72_k1_short_capnone,9981,9981,btc_rb_z4.5_gap0_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd72_h72_k1_short_capnone,1472,1472,btc_rb_z4.5_gap0_cd72_h72_k1_short
BASE,btc_rb_z4.5_gap0_cd72_h72_k1_short_cap20,91738,103714,btc_rb_z4.5_gap0_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd72_h72_k1_short_cap20,85218,93733,btc_rb_z4.5_gap0_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd72_h72_k1_short_cap20,84358,92261,btc_rb_z4.5_gap0_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd72_h72_k1_short_cap20,6523,9981,btc_rb_z4.5_gap0_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd72_h72_k1_short_cap20,860,1472,btc_rb_z4.5_gap0_cd72_h72_k1_short
BASE,btc_rb_z4.5_gap0_cd72_h72_k1_short_cap50,103709,103714,btc_rb_z4.5_gap0_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd72_h72_k1_short_cap50,93731,93733,btc_rb_z4.5_gap0_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd72_h72_k1_short_cap50,92261,92261,btc_rb_z4.5_gap0_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd72_h72_k1_short_cap50,9978,9981,btc_rb_z4.5_gap0_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd72_h72_k1_short_cap50,1470,1472,btc_rb_z4.5_gap0_cd72_h72_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h72_k1_short_capnone,95349,95349,btc_rb_z4.5_gap0_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h72_k1_short_capnone,86063,86063,btc_rb_z4.5_gap0_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h72_k1_short_capnone,84708,84708,btc_rb_z4.5_gap0_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h72_k1_short_capnone,9286,9286,btc_rb_z4.5_gap0_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h72_k1_short_capnone,1355,1355,btc_rb_z4.5_gap0_cd144_h72_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h72_k1_short_cap20,86189,95349,btc_rb_z4.5_gap0_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h72_k1_short_cap20,79789,86063,btc_rb_z4.5_gap0_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h72_k1_short_cap20,78932,84708,btc_rb_z4.5_gap0_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h72_k1_short_cap20,6401,9286,btc_rb_z4.5_gap0_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h72_k1_short_cap20,857,1355,btc_rb_z4.5_gap0_cd144_h72_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h72_k1_short_cap50,95349,95349,btc_rb_z4.5_gap0_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h72_k1_short_cap50,86063,86063,btc_rb_z4.5_gap0_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h72_k1_short_cap50,84708,84708,btc_rb_z4.5_gap0_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h72_k1_short_cap50,9286,9286,btc_rb_z4.5_gap0_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h72_k1_short_cap50,1355,1355,btc_rb_z4.5_gap0_cd144_h72_k1_short
BASE,btc_rb_z4.5_gap0.5_cd72_h72_k1_short_capnone,95791,95791,btc_rb_z4.5_gap0.5_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd72_h72_k1_short_capnone,86872,86872,btc_rb_z4.5_gap0.5_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd72_h72_k1_short_capnone,85570,85570,btc_rb_z4.5_gap0.5_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd72_h72_k1_short_capnone,8919,8919,btc_rb_z4.5_gap0.5_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd72_h72_k1_short_capnone,1302,1302,btc_rb_z4.5_gap0.5_cd72_h72_k1_short
BASE,btc_rb_z4.5_gap0.5_cd72_h72_k1_short_cap20,87495,95791,btc_rb_z4.5_gap0.5_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd72_h72_k1_short_cap20,81112,86872,btc_rb_z4.5_gap0.5_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd72_h72_k1_short_cap20,80259,85570,btc_rb_z4.5_gap0.5_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd72_h72_k1_short_cap20,6388,8919,btc_rb_z4.5_gap0.5_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd72_h72_k1_short_cap20,853,1302,btc_rb_z4.5_gap0.5_cd72_h72_k1_short
BASE,btc_rb_z4.5_gap0.5_cd72_h72_k1_short_cap50,95790,95791,btc_rb_z4.5_gap0.5_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd72_h72_k1_short_cap50,86872,86872,btc_rb_z4.5_gap0.5_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd72_h72_k1_short_cap50,85570,85570,btc_rb_z4.5_gap0.5_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd72_h72_k1_short_cap50,8918,8919,btc_rb_z4.5_gap0.5_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd72_h72_k1_short_cap50,1302,1302,btc_rb_z4.5_gap0.5_cd72_h72_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h72_k1_short_capnone,88480,88480,btc_rb_z4.5_gap0.5_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h72_k1_short_capnone,80128,80128,btc_rb_z4.5_gap0.5_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h72_k1_short_capnone,78918,78918,btc_rb_z4.5_gap0.5_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h72_k1_short_capnone,8352,8352,btc_rb_z4.5_gap0.5_cd144_h72_k1_short
