rank_by_general_consistency,strategy,axis,baseline_version,engine,data_scope,end_date,holdout_start,trades,wins,losses,win_rate_pct,final_asset,final_return_pct,peak_asset,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,pending_leftover,blocked_by_guard,generated_entry_candidates,executed_entries,fee_per_side,position_fraction,short_dev,short_wick_mult,score_min_short,score_dev_weight,score_rsi_weight,score_wick_weight,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,atr_pct_min,atr_pct_max,close_position_min,close_position_max,upper_body_ratio_min,upper_body_ratio_max,dd_brake_trigger_pct,dd_brake_freeze_steps,dd_brake_mode,better_than_short_max_v13_cd,better_than_current_baseline_cd,mdd_under_10,mdd_under_5,short_main_formula_candidate,cd_delta_vs_short_max_v13,mdd_delta_vs_short_max_v13,cd_delta_vs_current_baseline,mdd_delta_vs_current_baseline,active_months,positive_months,negative_months,positive_month_ratio_pct,monthly_net_pnl_total,avg_month_pnl,median_month_pnl,min_month_pnl,max_month_pnl,top1_month_pnl,top3_month_pnl,top6_month_pnl,top1_month_share_pct,top3_month_share_pct,top6_month_share_pct,abs_pnl_concentration_top3_pct,active_years,positive_years,negative_years,positive_year_ratio_pct,min_year_pnl,max_year_pnl,avg_trades_per_month,general_consistency_score,elapsed_seconds_candidate,elapsed_minutes_candidate,elapsed_minutes_total_so_far,load_errors
22,smv13_general_topcombo2_pre_q4_09_topcombo2_09_rr560_fail14,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53705,4147,49558,7.721813611395587,3323.0401172164497,3223.0401172164497,3323.0401172164497,3223.0401172164497,2.60503063194667,3236.4739042510846,2.218002061822476,306,306,2077,0,0,0,53705,53705,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.6,320,3,0.0,14,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3500.2819793165727,-0.6651389377657524,-3500.2819793165727,-0.6651389377657524,71,66,5,92.95774647887323,3223.0401172164406,45.39493122840057,5.44530309537594,-0.6535341280495217,964.7890861797965,964.7890861797965,1717.2277018051645,2325.8862740738955,29.93413209553938,53.27974953312831,72.16436002920848,53.250758699083036,7,7,0,100.0,0.05237688825993247,2657.0542423647616,756.4084507042254,1405.6035936313967,15.851,0.264,10.243,45
23,smv13_general_topcombo2_pre_q4_10_topcombo2_10_rr560_fail16,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53705,4147,49558,7.721813611395587,3322.431909927369,3222.4319099273685,3322.431909927369,3222.4319099273685,2.6050306319466476,3235.8815409481904,2.217669797573314,306,306,2077,0,0,0,53705,53705,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.6,320,3,0.0,16,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3500.874342619467,-0.6651389377657746,-3500.874342619467,-0.6651389377657746,71,66,5,92.95774647887323,3222.4319099273666,45.38636492855446,5.4445731247803595,-0.6535341280495217,964.5486055448481,964.5486055448481,1716.8698919584808,2325.188146449351,29.93231920815323,53.278701922895834,72.15631583358298,53.2497061901873,7,7,0,100.0,0.05237688825993247,2656.3730944490762,756.4084507042254,1405.3778418466775,14.868,0.248,10.491,45
24,smv13_general_topcombo2_pre_q4_02_topcombo2_02_control_stop240_timeout320_rr540,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53732,4156,49576,7.734683242760367,3295.9797327798387,3195.9797327798383,3295.9797327798387,3195.9797327798383,2.371080255265856,3217.8294081183317,2.2162907917468155,306,306,2076,0,0,0,53732,53732,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.4,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3518.9264754493256,-0.8990893144465661,-3518.9264754493256,-0.8990893144465661,71,66,5,92.95774647887323,3195.979732779824,45.01379905323696,5.360541736211218,-0.6535341280495217,958.7661041947673,958.7661041947673,1694.4118953237758,2302.031208828991,29.999129667848184,53.01697873565665,72.0289676814287,52.98788677100305,7,7,0,100.0,0.05237688825993247,2632.6918168138563,756.7887323943662,1405.3663289350836,15.544,0.259,8.489,45
25,smv13_general_topcombo2_pre_q4_08_topcombo2_08_rr560_fail10,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53706,4147,49559,7.721669832048561,3322.4964197623012,3222.496419762301,3322.4964197623012,3222.496419762301,2.6050306319469474,3235.9443702821522,2.2181465064880994,306,306,2077,0,0,0,53706,53706,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.6,320,3,0.0,10,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3500.811513285505,-0.6651389377654748,-3500.811513285505,-0.6651389377654748,71,66,5,92.95774647887323,3222.4964197623162,45.3872735177791,5.4438669465593925,-0.6535341280495217,964.7925926117845,964.7925926117845,1717.1232502930075,2325.383162706784,29.93929137345466,53.285497534227154,72.16092307957625,53.25649868337211,7,7,0,100.0,0.05237688825993247,2656.668141491568,756.4225352112676,1405.200713164346,14.586,0.243,9.978,45
26,smv13_general_topcombo2_pre_q4_19_topcombo2_19_tr2_rr520,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,57232,3662,53570,6.398518311434162,3337.4767137544604,3237.47671375446,3337.4767137544604,3237.47671375446,2.20584851243254,3263.8570333113253,2.6152510798749664,304,304,2148,0,0,0,57232,57232,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.2,320,2,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3472.898850256332,-1.0643210572798822,-3472.898850256332,-1.0643210572798822,71,66,5,92.95774647887323,3237.4767137544927,45.59826357400694,6.363447697053645,-0.6846900173458677,974.3740822735685,974.3740822735685,1746.9452973243363,2354.8720294223535,30.096713225269493,53.96008842016994,72.73788316121708,53.93018673369565,7,6,1,85.71428571428571,-0.005599865601791986,2645.8396359690205,806.0845070422536,1396.8545758744722,13.763,0.229,12.735,45
27,smv13_general_topcombo2_pre_q4_22_topcombo2_22_tr2_rr520_dd040,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,57232,3662,53570,6.398518311434162,3337.4767137544604,3237.47671375446,3337.4767137544604,3237.47671375446,2.20584851243254,3263.8570333113253,2.6152510798749664,304,304,2148,0,0,0,57232,57232,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.2,320,2,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.04,4,edge_current,False,False,True,True,True,-3472.898850256332,-1.0643210572798822,-3472.898850256332,-1.0643210572798822,71,66,5,92.95774647887323,3237.4767137544927,45.59826357400694,6.363447697053645,-0.6846900173458677,974.3740822735685,974.3740822735685,1746.9452973243363,2354.8720294223535,30.096713225269493,53.96008842016994,72.73788316121708,53.93018673369565,7,6,1,85.71428571428571,-0.005599865601791986,2645.8396359690205,806.0845070422536,1396.8545758744722,13.773,0.23,13.46,45
28,smv13_general_topcombo2_pre_q4_04_topcombo2_04_control_stop240_timeout320_tr2,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,57186,3649,53537,6.380932396040989,3304.7296535429714,3204.7296535429714,3304.7296535429714,3204.7296535429714,2.2058272408696955,3231.833026608022,2.607627411801948,304,304,2148,0,0,0,57186,57186,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.4,320,2,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3504.9228569596353,-1.0643423288427267,-3504.9228569596353,-1.0643423288427267,71,66,5,92.95774647887323,3204.7296535429386,45.13703737384421,6.14314615473969,-0.6846900173458677,943.5289486055091,943.5289486055091,1718.5578759214181,2327.3719205962975,29.441764223774864,53.62567397912936,72.62303445856371,53.59565412416861,7,6,1,85.71428571428571,-0.005599865601791986,2616.965239745675,805.4366197183099,1393.1956585608275,14.176,0.236,8.976,45
29,smv13_general_topcombo2_pre_q4_20_topcombo2_20_tr2_rr540,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,57186,3649,53537,6.380932396040989,3304.7296535429714,3204.7296535429714,3304.7296535429714,3204.7296535429714,2.2058272408696955,3231.833026608022,2.607627411801948,304,304,2148,0,0,0,57186,57186,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.4,320,2,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3504.9228569596353,-1.0643423288427267,-3504.9228569596353,-1.0643423288427267,71,66,5,92.95774647887323,3204.7296535429386,45.13703737384421,6.14314615473969,-0.6846900173458677,943.5289486055091,943.5289486055091,1718.5578759214181,2327.3719205962975,29.441764223774864,53.62567397912936,72.62303445856371,53.59565412416861,7,6,1,85.71428571428571,-0.005599865601791986,2616.965239745675,805.4366197183099,1393.1956585608275,14.093,0.235,12.971,45
30,smv13_general_topcombo2_pre_q4_31_topcombo2_31_stop235_timeout320_rr560,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53823,4160,49663,7.729037771956227,3105.4113924270478,3005.4113924270478,3105.4113924270478,3005.4113924270478,2.502583238047973,3027.6958874477364,2.1768950874258093,306,306,2197,0,0,0,53823,53823,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.35,5.6,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3709.059996119921,-0.7675863316644493,-3709.059996119921,-0.7675863316644493,71,67,4,94.36619718309859,3005.41139242708,42.32973792150817,5.202316297345005,-0.7849277285795523,897.4340713498951,897.4340713498951,1590.533075891835,2157.776401219119,29.860606558264035,52.92230807068873,71.7963739225918,52.88352071108109,7,7,0,100.0,0.02529006938648683,2470.9454468454396,758.0704225352113,1345.0668442829271,16.253,0.271,15.685,45
31,smv13_general_topcombo2_pre_q4_26_topcombo2_26_timeout280_rr560,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53820,4301,49519,7.991452991452991,3177.538973205465,3077.538973205465,3177.538973205465,3077.538973205465,2.442448200166192,3099.9292297448287,2.1983929441396,306,306,2082,0,0,0,53820,53820,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.6,280,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3636.8266538228286,-0.8277213695462304,-3636.8266538228286,-0.8277213695462304,71,66,5,92.95774647887323,3077.5389732054628,43.34561934092201,5.6421033293724685,-0.62931353495542,908.9473693513979,908.9473693513979,1646.1132137204795,2212.4384582535827,29.534877616989803,53.48797295671426,71.88985996655568,53.45523190594803,7,7,0,100.0,0.04903983106036271,2524.8832668407736,758.0281690140845,1340.3018990094065,14.479,0.241,14.422,45
32,smv13_general_topcombo2_pre_q4_24_topcombo2_24_timeout280_rr520,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53877,4319,49558,8.016407743564043,3154.3378020161103,3054.3378020161103,3154.3378020161103,3054.3378020161103,2.321789084623538,3081.1007312367465,2.1924282400642707,306,306,2081,0,0,0,53877,53877,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.2,280,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3655.655152330911,-0.9483804850888844,-3655.655152330911,-0.9483804850888844,71,66,5,92.95774647887323,3054.337802016089,43.01884228191675,5.63186369947195,-0.62931353495542,905.2969323132777,905.2969323132777,1625.0449702902165,2184.03528334555,29.639712140409447,53.20449392393882,71.50601619453896,53.17168132699488,7,7,0,100.0,0.04903983106036271,2497.0679741505105,758.830985915493,1340.2802939873263,14.219,0.237,13.927,45
33,smv13_general_topcombo2_pre_q4_25_topcombo2_25_timeout280_rr540,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53844,4308,49536,8.000891464229998,3135.3461735184014,3035.3461735184014,3135.3461735184014,3035.3461735184014,2.321789084623893,3062.5500482964785,2.195517869794666,306,306,2081,0,0,0,53844,53844,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.4,280,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3674.205835271179,-0.9483804850885291,-3674.205835271179,-0.9483804850885291,71,66,5,92.95774647887323,3035.346173518402,42.75135455659721,5.479421503925139,-0.62931353495542,896.9686754056991,896.9686754056991,1613.9620762955103,2174.676377540581,29.55078676795483,53.17225726595451,71.6450860370835,53.13925843414935,7,7,0,100.0,0.04903983106036271,2487.211577341626,758.3661971830986,1333.1284761882482,15.156,0.253,14.18,45
34,smv13_general_topcombo2_pre_q4_35_topcombo2_35_rr560_score240,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,51456,4025,47431,7.822217039800996,3088.213914259201,2988.213914259201,3088.213914259201,2988.213914259201,2.368850227982522,3015.058751910684,2.2427979959267663,304,304,2023,0,0,0,51456,51456,0.0004,0.01,0.032,1.3,2.4,1.3,0.8,0.7,2.4,5.6,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3721.6971316569734,-0.9013193417299004,-3721.6971316569734,-0.9013193417299004,71,67,4,94.36619718309859,2988.2139142592214,42.087519919143965,5.099176214672926,-0.7064158130445495,897.259719617226,897.259719617226,1590.781867070843,2162.6516490402155,30.02662277073483,53.235207140958586,72.37271865713593,53.20222857094791,7,7,0,100.0,0.05237688825993247,2460.6726386675205,724.7323943661971,1330.550150055378,14.645,0.244,16.685,45
35,smv13_general_topcombo2_pre_q4_34_topcombo2_34_rr520_score240,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,51512,4043,47469,7.848656623699332,3069.1922853564374,2969.1922853564374,3069.1922853564374,2969.1922853564374,2.368850227983621,2996.487716907516,2.2378108130892316,304,304,2022,0,0,0,51512,51512,0.0004,0.01,0.032,1.3,2.4,1.3,0.8,0.7,2.4,5.2,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3740.268166660141,-0.9013193417288012,-3740.268166660141,-0.9013193417288012,71,67,4,94.36619718309859,2969.1922853564274,41.81960965290743,5.428595482947919,-0.7064158130445495,897.3312816297155,897.3312816297155,1573.2293655604653,2146.4300689603415,30.22139340908324,52.98509541868933,72.29003252993027,52.95206164194492,7,7,0,100.0,0.05237688825993247,2439.245034859311,725.5211267605633,1329.4270611260442,14.583,0.243,16.44,45
36,smv13_general_topcombo2_pre_q4_30_topcombo2_30_stop235_timeout320_rr520,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53879,4184,49695,7.765548729560683,3051.9659166397187,2951.9659166397187,3051.9659166397187,2951.9659166397187,2.4784654789660743,2976.323994965993,2.160932588325806,306,306,2199,0,0,0,53879,53879,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.35,5.2,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3760.4318886016645,-0.791704090746348,-3760.4318886016645,-0.791704090746348,71,67,4,94.36619718309859,2951.9659166397223,41.57698474140454,5.413561247801213,-0.7849277285795523,870.2294056821922,870.2294056821922,1556.888943498081,2111.88504535578,29.47965627844344,52.74074929937933,71.54164732903753,52.70139569073531,7,7,0,100.0,0.02529006938648683,2417.4188167430766,758.8591549295775,1327.3440005032164,14.479,0.241,15.414,45
37,smv13_general_topcombo2_pre_q4_37_topcombo2_37_rr560_wick138,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,52588,4050,48538,7.701376739940671,3010.065667892954,2910.065667892954,3010.065667892954,2910.065667892954,2.50179291767626,2934.7600581962033,2.214839724114456,302,302,2002,0,0,0,52588,52588,0.0004,0.01,0.032,1.38,2.35,1.3,0.8,0.7,2.4,5.6,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3801.995825371454,-0.7683766520361623,-3801.995825371454,-0.7683766520361623,71,66,5,92.95774647887323,2910.0656678929704,40.98684039285874,4.974910519659917,-0.6277529939163154,846.5391874318552,846.5391874318552,1539.2466342469327,2103.7689135047017,29.09003727207266,52.893879723388594,72.29283300084197,52.862443347456214,7,7,0,100.0,0.05237688825993247,2386.155522437721,740.6760563380282,1285.0958561647096,15.904,0.265,17.198,45
38,smv13_general_topcombo2_pre_q4_39_topcombo2_39_rr560_atrmax070,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53478,4131,49347,7.724671827667453,2843.7905027663483,2743.7905027663483,2843.7905027663483,2743.7905027663483,2.598036373290835,2769.907791124288,2.1131214444352104,306,306,2076,0,0,0,53478,53478,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.6,320,3,0.0,12,0.0,0.07,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3966.8480924433693,-0.6721331964215871,-3966.8480924433693,-0.6721331964215871,71,66,5,92.95774647887323,2743.7905027663646,38.64493665868119,5.486601916389621,-0.6471842256469656,729.005702537704,729.005702537704,1380.064077452681,1890.198177949934,26.5692917080477,50.297720473238115,68.89003282299375,50.2658074703873,7,7,0,100.0,0.05237688825993247,2206.6593177654486,753.2112676056338,1279.756093754336,14.667,0.244,17.686,45
39,smv13_general_topcombo2_pre_q4_36_topcombo2_36_rr520_wick138,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,52647,4071,48576,7.732634338138926,2965.9665677366984,2865.9665677366984,2965.9665677366984,2865.9665677366984,2.4594162643134743,2893.021103575682,2.205112156575907,302,302,2001,0,0,0,52647,52647,0.0004,0.01,0.032,1.38,2.35,1.3,0.8,0.7,2.4,5.2,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3843.7347799919753,-0.810753305398948,-3843.7347799919753,-0.810753305398948,71,66,5,92.95774647887323,2865.9665677367075,40.36572630615081,5.203646907094286,-0.6277529939163154,832.1919687946871,832.1919687946871,1504.9621229631487,2064.89027094944,29.03704384283451,52.511503096549994,72.04865172520527,52.47981443670709,7,7,0,100.0,0.05237688825993247,2343.5921090284896,741.5070422535211,1277.1020796392638,14.802,0.247,16.932,45
40,smv13_general_topcombo2_pre_q4_38_topcombo2_38_rr520_atrmax070,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53540,4152,49388,7.754949570414643,2822.1877585582165,2722.1877585582165,2822.1877585582165,2722.1877585582165,2.5164617449688564,2751.168483242905,2.1081545048353374,306,306,2075,0,0,0,53540,53540,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.2,320,3,0.0,12,0.0,0.07,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3985.5874003247523,-0.7537078247435658,-3985.5874003247523,-0.7537078247435658,71,66,5,92.95774647887323,2722.187758558241,38.34067265574988,5.557855075707125,-0.6471842256469656,727.8632697573092,727.8632697573092,1363.4188634289699,1869.7564461429477,26.738172907764792,50.08540866229892,68.68580024521275,50.05337836473676,7,7,0,100.0,0.05237688825993247,2183.5867771576877,754.0845070422536,1276.527850110894,14.475,0.241,17.44,45
