period,scenario,selected_after_cap,selected_before_cap,spec
PRE_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,67130,67239,btc_rb_z4.75_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,6798,7029,btc_rb_z4.75_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,970,1036,btc_rb_z4.75_gap1_cd144_h144_k1_short
BASE,btc_rb_z5_gap0_cd72_h72_k1_short_capnone,85106,85106,btc_rb_z5_gap0_cd72_h72_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd72_h72_k1_short_capnone,76517,76517,btc_rb_z5_gap0_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd72_h72_k1_short_capnone,75260,75260,btc_rb_z5_gap0_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd72_h72_k1_short_capnone,8589,8589,btc_rb_z5_gap0_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd72_h72_k1_short_capnone,1257,1257,btc_rb_z5_gap0_cd72_h72_k1_short
BASE,btc_rb_z5_gap0_cd72_h72_k1_short_cap50,85106,85106,btc_rb_z5_gap0_cd72_h72_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd72_h72_k1_short_cap50,76517,76517,btc_rb_z5_gap0_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd72_h72_k1_short_cap50,75260,75260,btc_rb_z5_gap0_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd72_h72_k1_short_cap50,8589,8589,btc_rb_z5_gap0_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd72_h72_k1_short_cap50,1257,1257,btc_rb_z5_gap0_cd72_h72_k1_short
BASE,btc_rb_z5_gap0_cd144_h72_k1_short_capnone,79387,79387,btc_rb_z5_gap0_cd144_h72_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h72_k1_short_capnone,71300,71300,btc_rb_z5_gap0_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h72_k1_short_capnone,70120,70120,btc_rb_z5_gap0_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h72_k1_short_capnone,8087,8087,btc_rb_z5_gap0_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h72_k1_short_capnone,1180,1180,btc_rb_z5_gap0_cd144_h72_k1_short
BASE,btc_rb_z5_gap0_cd144_h72_k1_short_cap50,79387,79387,btc_rb_z5_gap0_cd144_h72_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h72_k1_short_cap50,71300,71300,btc_rb_z5_gap0_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h72_k1_short_cap50,70120,70120,btc_rb_z5_gap0_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h72_k1_short_cap50,8087,8087,btc_rb_z5_gap0_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h72_k1_short_cap50,1180,1180,btc_rb_z5_gap0_cd144_h72_k1_short
BASE,btc_rb_z5_gap1_cd72_h72_k1_short_capnone,74468,74468,btc_rb_z5_gap1_cd72_h72_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd72_h72_k1_short_capnone,67394,67394,btc_rb_z5_gap1_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd72_h72_k1_short_capnone,66351,66351,btc_rb_z5_gap1_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd72_h72_k1_short_capnone,7074,7074,btc_rb_z5_gap1_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd72_h72_k1_short_capnone,1043,1043,btc_rb_z5_gap1_cd72_h72_k1_short
BASE,btc_rb_z5_gap1_cd72_h72_k1_short_cap50,74468,74468,btc_rb_z5_gap1_cd72_h72_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd72_h72_k1_short_cap50,67394,67394,btc_rb_z5_gap1_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd72_h72_k1_short_cap50,66351,66351,btc_rb_z5_gap1_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd72_h72_k1_short_cap50,7074,7074,btc_rb_z5_gap1_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd72_h72_k1_short_cap50,1043,1043,btc_rb_z5_gap1_cd72_h72_k1_short
BASE,btc_rb_z5_gap1_cd144_h72_k1_short_capnone,69985,69985,btc_rb_z5_gap1_cd144_h72_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd144_h72_k1_short_capnone,63251,63251,btc_rb_z5_gap1_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd144_h72_k1_short_capnone,62259,62259,btc_rb_z5_gap1_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd144_h72_k1_short_capnone,6734,6734,btc_rb_z5_gap1_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd144_h72_k1_short_capnone,992,992,btc_rb_z5_gap1_cd144_h72_k1_short
BASE,btc_rb_z5_gap1_cd144_h72_k1_short_cap50,69985,69985,btc_rb_z5_gap1_cd144_h72_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd144_h72_k1_short_cap50,63251,63251,btc_rb_z5_gap1_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd144_h72_k1_short_cap50,62259,62259,btc_rb_z5_gap1_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd144_h72_k1_short_cap50,6734,6734,btc_rb_z5_gap1_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd144_h72_k1_short_cap50,992,992,btc_rb_z5_gap1_cd144_h72_k1_short
BASE,btc_rb_z5_gap0_cd96_h96_k1_short_capnone,82994,82994,btc_rb_z5_gap0_cd96_h96_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd96_h96_k1_short_capnone,74606,74606,btc_rb_z5_gap0_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd96_h96_k1_short_capnone,73376,73376,btc_rb_z5_gap0_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd96_h96_k1_short_capnone,8388,8388,btc_rb_z5_gap0_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd96_h96_k1_short_capnone,1230,1230,btc_rb_z5_gap0_cd96_h96_k1_short
BASE,btc_rb_z5_gap0_cd96_h96_k1_short_cap50,82942,82994,btc_rb_z5_gap0_cd96_h96_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd96_h96_k1_short_cap50,74577,74606,btc_rb_z5_gap0_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd96_h96_k1_short_cap50,73360,73376,btc_rb_z5_gap0_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd96_h96_k1_short_cap50,8367,8388,btc_rb_z5_gap0_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd96_h96_k1_short_cap50,1217,1230,btc_rb_z5_gap0_cd96_h96_k1_short
BASE,btc_rb_z5_gap0_cd144_h96_k1_short_capnone,79382,79382,btc_rb_z5_gap0_cd144_h96_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h96_k1_short_capnone,71300,71300,btc_rb_z5_gap0_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h96_k1_short_capnone,70120,70120,btc_rb_z5_gap0_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h96_k1_short_capnone,8082,8082,btc_rb_z5_gap0_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h96_k1_short_capnone,1180,1180,btc_rb_z5_gap0_cd144_h96_k1_short
BASE,btc_rb_z5_gap0_cd144_h96_k1_short_cap50,79354,79382,btc_rb_z5_gap0_cd144_h96_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h96_k1_short_cap50,71286,71300,btc_rb_z5_gap0_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h96_k1_short_cap50,70112,70120,btc_rb_z5_gap0_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h96_k1_short_cap50,8070,8082,btc_rb_z5_gap0_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h96_k1_short_cap50,1174,1180,btc_rb_z5_gap0_cd144_h96_k1_short
BASE,btc_rb_z5_gap1_cd96_h96_k1_short_capnone,72841,72841,btc_rb_z5_gap1_cd96_h96_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd96_h96_k1_short_capnone,65900,65900,btc_rb_z5_gap1_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd96_h96_k1_short_capnone,64871,64871,btc_rb_z5_gap1_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd96_h96_k1_short_capnone,6941,6941,btc_rb_z5_gap1_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd96_h96_k1_short_capnone,1029,1029,btc_rb_z5_gap1_cd96_h96_k1_short
BASE,btc_rb_z5_gap1_cd96_h96_k1_short_cap50,72841,72841,btc_rb_z5_gap1_cd96_h96_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd96_h96_k1_short_cap50,65900,65900,btc_rb_z5_gap1_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd96_h96_k1_short_cap50,64871,64871,btc_rb_z5_gap1_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd96_h96_k1_short_cap50,6941,6941,btc_rb_z5_gap1_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd96_h96_k1_short_cap50,1029,1029,btc_rb_z5_gap1_cd96_h96_k1_short
BASE,btc_rb_z5_gap1_cd144_h96_k1_short_capnone,69981,69981,btc_rb_z5_gap1_cd144_h96_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd144_h96_k1_short_capnone,63251,63251,btc_rb_z5_gap1_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd144_h96_k1_short_capnone,62259,62259,btc_rb_z5_gap1_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd144_h96_k1_short_capnone,6730,6730,btc_rb_z5_gap1_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd144_h96_k1_short_capnone,992,992,btc_rb_z5_gap1_cd144_h96_k1_short
BASE,btc_rb_z5_gap1_cd144_h96_k1_short_cap50,69981,69981,btc_rb_z5_gap1_cd144_h96_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd144_h96_k1_short_cap50,63251,63251,btc_rb_z5_gap1_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd144_h96_k1_short_cap50,62259,62259,btc_rb_z5_gap1_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd144_h96_k1_short_cap50,6730,6730,btc_rb_z5_gap1_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd144_h96_k1_short_cap50,992,992,btc_rb_z5_gap1_cd144_h96_k1_short
BASE,btc_rb_z5_gap0_cd120_h120_k1_short_capnone,81057,81057,btc_rb_z5_gap0_cd120_h120_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd120_h120_k1_short_capnone,72840,72840,btc_rb_z5_gap0_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd120_h120_k1_short_capnone,71635,71635,btc_rb_z5_gap0_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd120_h120_k1_short_capnone,8217,8217,btc_rb_z5_gap0_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd120_h120_k1_short_capnone,1205,1205,btc_rb_z5_gap0_cd120_h120_k1_short
BASE,btc_rb_z5_gap0_cd120_h120_k1_short_cap50,80617,81057,btc_rb_z5_gap0_cd120_h120_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd120_h120_k1_short_cap50,72673,72840,btc_rb_z5_gap0_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd120_h120_k1_short_cap50,71540,71635,btc_rb_z5_gap0_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd120_h120_k1_short_cap50,7947,8217,btc_rb_z5_gap0_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd120_h120_k1_short_cap50,1133,1205,btc_rb_z5_gap0_cd120_h120_k1_short
BASE,btc_rb_z5_gap0_cd144_h120_k1_short_capnone,79378,79378,btc_rb_z5_gap0_cd144_h120_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h120_k1_short_capnone,71300,71300,btc_rb_z5_gap0_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h120_k1_short_capnone,70120,70120,btc_rb_z5_gap0_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h120_k1_short_capnone,8078,8078,btc_rb_z5_gap0_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h120_k1_short_capnone,1180,1180,btc_rb_z5_gap0_cd144_h120_k1_short
BASE,btc_rb_z5_gap0_cd144_h120_k1_short_cap50,79003,79378,btc_rb_z5_gap0_cd144_h120_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h120_k1_short_cap50,71163,71300,btc_rb_z5_gap0_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h120_k1_short_cap50,70045,70120,btc_rb_z5_gap0_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h120_k1_short_cap50,7844,8078,btc_rb_z5_gap0_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h120_k1_short_cap50,1118,1180,btc_rb_z5_gap0_cd144_h120_k1_short
BASE,btc_rb_z5_gap1_cd120_h120_k1_short_capnone,71303,71303,btc_rb_z5_gap1_cd120_h120_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd120_h120_k1_short_capnone,64482,64482,btc_rb_z5_gap1_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd120_h120_k1_short_capnone,63471,63471,btc_rb_z5_gap1_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd120_h120_k1_short_capnone,6821,6821,btc_rb_z5_gap1_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd120_h120_k1_short_capnone,1011,1011,btc_rb_z5_gap1_cd120_h120_k1_short
BASE,btc_rb_z5_gap1_cd120_h120_k1_short_cap50,71257,71303,btc_rb_z5_gap1_cd120_h120_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd120_h120_k1_short_cap50,64464,64482,btc_rb_z5_gap1_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd120_h120_k1_short_cap50,63461,63471,btc_rb_z5_gap1_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd120_h120_k1_short_cap50,6801,6821,btc_rb_z5_gap1_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd120_h120_k1_short_cap50,1003,1011,btc_rb_z5_gap1_cd120_h120_k1_short
BASE,btc_rb_z5_gap1_cd144_h120_k1_short_capnone,69977,69977,btc_rb_z5_gap1_cd144_h120_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd144_h120_k1_short_capnone,63251,63251,btc_rb_z5_gap1_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd144_h120_k1_short_capnone,62259,62259,btc_rb_z5_gap1_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd144_h120_k1_short_capnone,6726,6726,btc_rb_z5_gap1_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd144_h120_k1_short_capnone,992,992,btc_rb_z5_gap1_cd144_h120_k1_short
BASE,btc_rb_z5_gap1_cd144_h120_k1_short_cap50,69939,69977,btc_rb_z5_gap1_cd144_h120_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd144_h120_k1_short_cap50,63239,63251,btc_rb_z5_gap1_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd144_h120_k1_short_cap50,62253,62259,btc_rb_z5_gap1_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd144_h120_k1_short_cap50,6708,6726,btc_rb_z5_gap1_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd144_h120_k1_short_cap50,986,992,btc_rb_z5_gap1_cd144_h120_k1_short
BASE,btc_rb_z5_gap0_cd144_h144_k1_short_capnone,79374,79374,btc_rb_z5_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h144_k1_short_capnone,71300,71300,btc_rb_z5_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h144_k1_short_capnone,70120,70120,btc_rb_z5_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h144_k1_short_capnone,8074,8074,btc_rb_z5_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h144_k1_short_capnone,1180,1180,btc_rb_z5_gap0_cd144_h144_k1_short
BASE,btc_rb_z5_gap0_cd144_h144_k1_short_cap50,78033,79374,btc_rb_z5_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h144_k1_short_cap50,70722,71300,btc_rb_z5_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h144_k1_short_cap50,69706,70120,btc_rb_z5_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h144_k1_short_cap50,7313,8074,btc_rb_z5_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h144_k1_short_cap50,1016,1180,btc_rb_z5_gap0_cd144_h144_k1_short
BASE,btc_rb_z5_gap0_cd144_h144_k1_short_capnone,79374,79374,btc_rb_z5_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h144_k1_short_capnone,71300,71300,btc_rb_z5_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h144_k1_short_capnone,70120,70120,btc_rb_z5_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h144_k1_short_capnone,8074,8074,btc_rb_z5_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h144_k1_short_capnone,1180,1180,btc_rb_z5_gap0_cd144_h144_k1_short
BASE,btc_rb_z5_gap0_cd144_h144_k1_short_cap50,78033,79374,btc_rb_z5_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h144_k1_short_cap50,70722,71300,btc_rb_z5_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h144_k1_short_cap50,69706,70120,btc_rb_z5_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h144_k1_short_cap50,7313,8074,btc_rb_z5_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h144_k1_short_cap50,1016,1180,btc_rb_z5_gap0_cd144_h144_k1_short
BASE,btc_rb_z5_gap1_cd144_h144_k1_short_capnone,69974,69974,btc_rb_z5_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd144_h144_k1_short_capnone,63251,63251,btc_rb_z5_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd144_h144_k1_short_capnone,62259,62259,btc_rb_z5_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd144_h144_k1_short_capnone,6723,6723,btc_rb_z5_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd144_h144_k1_short_capnone,992,992,btc_rb_z5_gap1_cd144_h144_k1_short
BASE,btc_rb_z5_gap1_cd144_h144_k1_short_cap50,69682,69974,btc_rb_z5_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd144_h144_k1_short_cap50,63132,63251,btc_rb_z5_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd144_h144_k1_short_cap50,62193,62259,btc_rb_z5_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd144_h144_k1_short_cap50,6558,6723,btc_rb_z5_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd144_h144_k1_short_cap50,939,992,btc_rb_z5_gap1_cd144_h144_k1_short
BASE,btc_rb_z5_gap1_cd144_h144_k1_short_capnone,69974,69974,btc_rb_z5_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd144_h144_k1_short_capnone,63251,63251,btc_rb_z5_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd144_h144_k1_short_capnone,62259,62259,btc_rb_z5_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd144_h144_k1_short_capnone,6723,6723,btc_rb_z5_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd144_h144_k1_short_capnone,992,992,btc_rb_z5_gap1_cd144_h144_k1_short
BASE,btc_rb_z5_gap1_cd144_h144_k1_short_cap50,69682,69974,btc_rb_z5_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd144_h144_k1_short_cap50,63132,63251,btc_rb_z5_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd144_h144_k1_short_cap50,62193,62259,btc_rb_z5_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd144_h144_k1_short_cap50,6558,6723,btc_rb_z5_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd144_h144_k1_short_cap50,939,992,btc_rb_z5_gap1_cd144_h144_k1_short
