symbol,file,bars,kept_event_horizon_rows,first_ts,last_ts
USDC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USDC_5m.csv,296751,250564,2023-03-13 02:00:00,2026-01-12 09:50:00
USELESS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USELESS_5m.csv,41278,18868,2025-08-15 21:15:00,2026-01-12 06:45:00
USTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USTC_5m.csv,221894,93344,2023-11-27 21:30:00,2026-01-12 08:35:00
USUAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USUAL_5m.csv,110401,42524,2024-12-18 22:00:00,2026-01-12 07:25:00
UXLINK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UXLINK_5m.csv,137458,44648,2024-09-16 00:00:00,2026-01-12 07:45:00
VANA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VANA_5m.csv,110972,46972,2024-12-16 22:30:00,2026-01-12 07:25:00
VANRY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VANRY_5m.csv,191007,81676,2024-03-14 02:30:00,2026-01-12 08:10:00
VELODROME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VELODROME_5m.csv,111803,44820,2024-12-14 01:15:00,2026-01-12 07:25:00
VELVET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VELVET_5m.csv,50243,22992,2025-07-15 18:15:00,2026-01-12 06:50:00
VET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VET_5m.csv,621765,267180,2020-02-14 17:00:00,2026-01-12 14:40:00
VFY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VFY_5m.csv,28033,11680,2025-09-30 21:00:00,2026-01-12 06:40:00
VIC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VIC_5m.csv,86156,32332,2025-03-13 02:00:00,2026-01-12 07:10:00
VIDT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VIDT_5m.csv,144151,26888,2024-08-23 18:30:00,2026-01-12 07:55:00
VINE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VINE_5m.csv,99778,39264,2025-01-24 19:00:00,2026-01-12 07:15:00
VIRTUAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VIRTUAL_5m.csv,112712,46612,2024-12-10 21:30:00,2026-01-12 07:25:00
VOXEL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VOXEL_5m.csv,145004,54316,2024-08-20 19:30:00,2026-01-12 07:55:00
VTHO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VTHO_5m.csv,100360,37972,2025-01-22 18:30:00,2026-01-12 07:15:00
VVV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VVV_5m.csv,98359,43776,2025-01-29 17:15:00,2026-01-12 07:15:00
W,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\W_5m.csv,184982,78456,2024-04-04 00:30:00,2026-01-12 08:10:00
WAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WAL_5m.csv,81852,36688,2025-03-28 00:30:00,2026-01-12 07:05:00
WAVES,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WAVES_5m.csv,569928,175428,2020-08-12 16:00:00,2026-01-12 13:55:00
WAXP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WAXP_5m.csv,233395,100360,2023-10-18 23:45:00,2026-01-12 08:55:00
WCT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WCT_5m.csv,76434,30356,2025-04-15 20:00:00,2026-01-12 07:05:00
WIF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WIF_5m.csv,206893,84844,2024-01-18 23:15:00,2026-01-12 08:25:00
WLD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WLD_5m.csv,258206,99588,2023-07-24 21:00:00,2026-01-12 09:20:00
WLFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WLFI_5m.csv,39019,14152,2025-08-23 17:30:00,2026-01-12 06:45:00
WOO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WOO_5m.csv,395980,167536,2022-04-08 12:30:00,2026-01-12 10:45:00
XAI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XAI_5m.csv,209488,83624,2024-01-09 23:00:00,2026-01-12 08:25:00
XAN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XAN_5m.csv,28339,11652,2025-09-29 19:30:00,2026-01-12 06:40:00
XCN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XCN_5m.csv,77532,27512,2025-04-12 00:30:00,2026-01-12 07:05:00
XEM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XEM_5m.csv,511445,113600,2021-03-03 16:00:00,2026-01-12 12:20:00
XLM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XLM_5m.csv,628972,285248,2020-01-20 17:00:00,2026-01-12 15:15:00
XMR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XMR_5m.csv,624939,312292,2020-02-03 17:00:00,2026-01-12 15:10:00
XNY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XNY_5m.csv,41860,16956,2025-08-13 20:45:00,2026-01-12 06:45:00
XPIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XPIN_5m.csv,33264,13716,2025-09-12 17:00:00,2026-01-12 06:40:00
XPL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XPL_5m.csv,39295,17924,2025-08-22 18:30:00,2026-01-12 06:45:00
XRP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XRP_5m.csv,633003,252380,2020-01-06 17:20:00,2026-01-12 15:30:00
XTZ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XTZ_5m.csv,624073,230624,2020-02-06 17:00:00,2026-01-12 15:00:00
XVG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XVG_5m.csv,263678,113132,2023-07-05 21:00:00,2026-01-12 09:20:00
XVS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XVS_5m.csv,287704,128916,2023-04-13 11:30:00,2026-01-12 09:40:00
YALA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YALA_5m.csv,43531,16920,2025-08-08 01:30:00,2026-01-12 06:45:00
YB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YB_5m.csv,25118,10240,2025-10-10 23:45:00,2026-01-12 06:35:00
YFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YFI_5m.csv,564453,238720,2020-08-31 16:00:00,2026-01-12 13:40:00
YGG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YGG_5m.csv,254850,102484,2023-08-05 12:30:00,2026-01-12 09:15:00
ZBT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZBT_5m.csv,23141,8648,2025-10-17 20:30:00,2026-01-12 06:35:00
ZEC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZEC_5m.csv,624361,287404,2020-02-05 17:00:00,2026-01-12 15:00:00
ZEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZEN_5m.csv,539962,241072,2020-11-24 16:00:00,2026-01-12 12:45:00
ZEREBRO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZEREBRO_5m.csv,106067,39912,2025-01-02 23:00:00,2026-01-12 07:20:00
ZETA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZETA_5m.csv,202640,87048,2024-02-02 17:30:00,2026-01-12 08:20:00
ZIL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZIL_5m.csv,585749,244944,2020-06-18 18:00:00,2026-01-12 14:20:00
ZK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZK_5m.csv,163432,66504,2024-06-17 20:05:00,2026-01-12 08:00:00
ZKC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZKC_5m.csv,32328,12060,2025-09-15 23:00:00,2026-01-12 06:40:00
ZKJ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZKJ_5m.csv,68385,27256,2025-05-13 18:30:00,2026-01-12 06:55:00
ZORA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZORA_5m.csv,47341,20640,2025-07-25 20:00:00,2026-01-12 06:45:00
ZRC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZRC_5m.csv,46204,18600,2025-07-29 18:45:00,2026-01-12 06:45:00
ZRO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZRO_5m.csv,162526,67408,2024-06-20 23:30:00,2026-01-12 08:00:00
ZRX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZRX_5m.csv,584020,270400,2020-06-24 18:00:00,2026-01-12 14:15:00
币安人生,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\币安人生_5m.csv,22283,9148,2025-10-20 20:00:00,2026-01-12 06:35:00
