strategy,side,axis,parent,group,entry,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,name,stop_atr,rr,hold,cooldown,atrp_min,atrp_max,range20_max,vol_min,body_min,close_pos_long_min,close_pos_short_max,wick_min,ret3_floor,ret5_floor,ret10_floor,ret20_floor,ret3_ceil,ret5_ceil,ret10_ceil,ret20_ceil,trend_required,reclaim_required,anchor_required,breakout_bonus,absorb_bonus,be_r,trail_r,trail_atr,fail_bars,fail_pnl,post_loss_after,post_loss_bars,sym_dd_pct,sym_dd_bars,shock_lb,shock_ret5,shock_range,shock_close_pos
8V14_long_main_v1_040_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,106453,27992,78461,26.295172517449018,-92.34342204614534,0.0,98.59367220811868,1.4063277918813233,8V14_long_main_v1_040_lm_return_lift,1.25,2.25,27,16,0.0037,0.068,0.232,1.075,0.16,0.605,0.4,0.6000000000000001,-0.068,-0.10200000000000001,-0.15,-0.19,0.2,0.26,0.32,0.42,True,True,True,0.38,0.36,1.14,1.44,1.7200000000000002,8,-0.67,3,22,0.204,32,9,-0.044,0.098,0.28
8V14_long_main_v1_007_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,149297,33341,115956,22.331995954372825,-96.18432428507906,0.0,99.05420371964854,0.945796280351463,8V14_long_main_v1_007_lm_return_lift,1.1,2.15,18,20,0.0034,0.055999999999999994,0.218,1.075,0.16,0.605,0.4,0.3,-0.062,-0.094,-0.13999999999999999,-0.19,0.2,0.26,0.32,0.42,False,True,True,0.26,0.31,0.8999999999999999,1.33,1.32,5,-0.67,2,14,0.204,16,11,-0.044,0.068,0.28
8V14_long_main_v1_022_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,159640,27590,132050,17.2826359308444,-96.93844210167558,0.0,99.11999069654061,0.8800093034593837,8V14_long_main_v1_022_lm_return_lift,1.1,2.4499999999999997,27,8,0.0031,0.052,0.218,1.24,0.265,0.6749999999999999,0.33999999999999997,0.6000000000000001,-0.056,-0.086,-0.13,-0.19,0.2,0.26,0.32,0.42,True,True,True,0.26,0.46,0.8999999999999999,1.66,1.52,8,-0.91,3,30,0.252,24,5,-0.056,0.08800000000000001,0.28
8V14_long_main_v1_025_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,204141,54520,149621,26.707030924704007,-98.62421003717388,0.0,99.88295872274391,0.11704127725609137,8V14_long_main_v1_025_lm_return_lift,1.25,2.4499999999999997,18,14,0.0028,0.055999999999999994,0.232,1.24,0.265,0.71,0.31,0.3,-0.05,-0.078,-0.12,-0.19,0.2,0.26,0.32,0.42,True,True,True,0.38,0.46,1.14,1.66,1.62,5,-1.03,2,10,0.276,28,8,-0.062,0.08800000000000001,0.28
8V14_long_main_v1_010_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,197460,65376,132084,33.10847766636281,-98.56416911998906,0.0,99.89770223036176,0.10229776963823767,8V14_long_main_v1_010_lm_return_lift,1.25,2.15,27,12,0.0031,0.06,0.232,1.075,0.195,0.605,0.4,0.6000000000000001,-0.056,-0.086,-0.13,-0.19,0.2,0.26,0.32,0.42,True,True,True,0.38,0.31,1.14,1.33,1.4200000000000002,8,-0.67,3,18,0.204,20,7,-0.044,0.068,0.28
8V14_long_main_v1_037_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,257791,36227,221564,14.052856771570768,-99.56368500340803,0.0,99.92450185436952,0.07549814563048152,8V14_long_main_v1_037_lm_return_lift,1.1,2.25,18,10,0.0028,0.068,0.218,1.075,0.16,0.605,0.4,0.3,-0.05,-0.078,-0.12,-0.19,0.2,0.26,0.32,0.42,True,True,True,0.26,0.36,0.8999999999999999,1.44,1.7200000000000002,5,-0.67,2,22,0.204,32,6,-0.044,0.098,0.28
8V14_long_main_v1_030_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,199156,58320,140836,29.28357669364719,-98.85518725886139,0.0,99.96393809031954,0.03606190968045153,8V14_long_main_v1_030_lm_return_lift,1.25,2.05,33,10,0.0031,0.06,0.246,1.295,0.30000000000000004,0.71,0.31,0.8,-0.056,-0.086,-0.13,-0.23,0.2,0.26,0.32,0.42,True,False,True,0.38,0.26,1.14,1.22,1.62,10,-1.03,3,14,0.276,28,6,-0.062,0.08800000000000001,0.28
8V14_long_max_v1_026_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,290854,44965,245889,15.45964642054089,-99.83422081711272,0.0,99.97957180386871,0.02042819613129465,8V14_long_max_v1_026_lx_dd_compress,1.05,1.9,21,16,0.0031,0.0475,0.18,1.295,0.265,0.71,0.31,0.4,-0.056,-0.086,-0.13,-0.21,0.2,0.26,0.32,0.42,False,True,True,0.22,0.26,0.82,1.1,1.45,6,-1.03,3,10,0.22000000000000003,28,9,-0.062,0.08800000000000001,0.28
8V14_long_main_v1_012_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,242688,52266,190422,21.53629351265823,-99.79730076398981,0.0,99.99065548952794,0.009344510472064638,8V14_long_main_v1_012_lm_return_lift,1.1,2.25,33,16,0.0037,0.06,0.232,1.1300000000000001,0.195,0.605,0.4,0.8,-0.068,-0.10200000000000001,-0.15,-0.23,0.2,0.26,0.32,0.42,True,False,True,0.26,0.36,0.8999999999999999,1.44,1.4200000000000002,10,-0.67,3,18,0.204,20,9,-0.044,0.078,0.28
8V14_long_main_v1_020_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,200940,65541,135399,32.617199163929534,-99.1465332067239,0.0,99.9908945954342,0.009105404565801223,8V14_long_main_v1_020_lm_return_lift,1.25,2.3499999999999996,21,18,0.0037,0.068,0.20400000000000001,1.185,0.23,0.6749999999999999,0.33999999999999997,0.4,-0.068,-0.10200000000000001,-0.15,-0.21,0.2,0.26,0.32,0.42,True,False,True,0.38,0.41000000000000003,1.14,1.55,1.52,6,-0.91,3,26,0.252,24,10,-0.056,0.078,0.28
8V14_short_max_v1_026_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,334992,58566,276426,17.48280555953575,-99.92613068404823,0.0,99.9944212177553,0.005578782244697322,8V14_short_max_v1_026_sx_dd_compress,1.1,1.9,18,16,0.0031,0.0475,0.18,1.295,0.265,0.71,0.31,0.4,-0.2,-0.26,-0.32,-0.42,0.056,0.086,0.13,0.21,False,True,True,0.22,0.26,0.82,1.1,1.45,6,-1.03,3,10,0.22000000000000003,28,9,0.062,0.08800000000000001,0.72
8V14_long_max_v1_022_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,320258,68090,252168,21.260983332188424,-99.91524210422814,0.0,99.99540437770453,0.004595622295466839,8V14_long_max_v1_022_lx_dd_compress,1.1,2.26,27,8,0.0031,0.044,0.16999999999999998,1.24,0.265,0.6749999999999999,0.33999999999999997,0.6000000000000001,-0.056,-0.086,-0.13,-0.19,0.2,0.26,0.32,0.42,True,True,True,0.26,0.46,0.8999999999999999,1.5,1.3599999999999999,8,-0.91,3,30,0.2,24,5,-0.056,0.08800000000000001,0.28
8V14_long_main_v1_032_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,259322,46395,212927,17.890884691618915,-99.8691176546459,0.0,99.99556166370964,0.004438336290357725,8V14_long_main_v1_032_lm_return_lift,1.1,2.15,21,14,0.0037,0.06,0.19,1.02,0.30000000000000004,0.57,0.43,0.4,-0.068,-0.10200000000000001,-0.15,-0.21,0.2,0.26,0.32,0.42,True,False,True,0.26,0.31,0.8999999999999999,1.33,1.62,6,-0.55,3,14,0.18,28,8,-0.038,0.098,0.28
8V14_long_max_v1_046_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,348200,68515,279685,19.676909821941415,-99.93107604066512,0.0,99.99564410154109,0.004355898458907603,8V14_long_max_v1_046_lx_dd_compress,1.05,2.26,27,14,0.0031,0.0475,0.15,1.185,0.195,0.6399999999999999,0.37,0.6000000000000001,-0.056,-0.086,-0.13,-0.19,0.2,0.26,0.32,0.42,True,True,True,0.22,0.46,0.82,1.5,1.18,8,-0.79,3,30,0.18000000000000002,36,8,-0.05,0.10800000000000001,0.28
8V14_long_main_v1_027_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,263988,47168,216820,17.867478824795064,-99.89373467054338,0.0,99.99730705235457,0.0026929476454329304,8V14_long_main_v1_027_lm_return_lift,1.1,2.05,24,18,0.0034,0.055999999999999994,0.232,1.295,0.265,0.71,0.31,0.5,-0.062,-0.094,-0.13999999999999999,-0.23,0.2,0.26,0.32,0.42,False,False,True,0.26,0.26,0.8999999999999999,1.22,1.62,7,-1.03,2,10,0.276,28,10,-0.062,0.08800000000000001,0.28
8V14_long_max_v1_030_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,286607,94231,192376,32.87812230685224,-99.80480021622236,0.0,99.997539511338,0.002460488661992777,8V14_long_max_v1_030_lx_dd_compress,1.25,1.9,33,10,0.0031,0.051,0.19,1.295,0.30000000000000004,0.71,0.31,0.8,-0.056,-0.086,-0.13,-0.23,0.2,0.26,0.32,0.42,True,False,True,0.38,0.26,1.14,1.1,1.45,10,-1.03,3,14,0.22000000000000003,28,6,-0.062,0.08800000000000001,0.28
8V14_long_main_v1_017_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,343375,61321,282054,17.858318165271207,-99.95982900296451,0.0,99.9983649243044,0.0016350756956051704,8V14_long_main_v1_017_lm_return_lift,1.1,2.3499999999999996,30,12,0.0028,0.068,0.19,1.185,0.23,0.6399999999999999,0.37,0.7,-0.05,-0.078,-0.12,-0.21,0.2,0.26,0.32,0.42,True,False,True,0.26,0.41000000000000003,0.8999999999999999,1.55,1.52,9,-0.79,2,26,0.22799999999999998,24,7,-0.05,0.078,0.28
8V14_short_max_v1_046_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,392011,82496,309515,21.044307430148642,-99.96731345546075,0.0,99.99882257048968,0.0011774295103239574,8V14_short_max_v1_046_sx_dd_compress,1.1,2.26,24,14,0.0031,0.0475,0.15,1.185,0.195,0.6399999999999999,0.37,0.6000000000000001,-0.2,-0.26,-0.32,-0.42,0.056,0.086,0.13,0.19,True,True,True,0.22,0.46,0.82,1.5,1.18,8,-0.79,3,30,0.18000000000000002,36,8,0.05,0.10800000000000001,0.72
8V14_short_max_v1_022_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,370221,86773,283448,23.43816261098101,-99.96283651325238,0.0,99.99902356103185,0.000976438968147697,8V14_short_max_v1_022_sx_dd_compress,1.1500000000000001,2.26,24,8,0.0031,0.044,0.16999999999999998,1.24,0.265,0.6749999999999999,0.33999999999999997,0.6000000000000001,-0.2,-0.26,-0.32,-0.42,0.056,0.086,0.13,0.19,True,True,True,0.26,0.46,0.8999999999999999,1.5,1.3599999999999999,8,-0.91,3,30,0.2,24,5,0.056,0.08800000000000001,0.72
8V14_short_main_v1_022_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,369762,74155,295607,20.054792001341404,-99.96771339277221,0.0,99.99907863812768,0.0009213618723191708,8V14_short_main_v1_022_sm_edge_preserve,1.1500000000000001,2.4499999999999997,24,8,0.0031,0.052,0.218,1.24,0.265,0.6749999999999999,0.33999999999999997,0.6000000000000001,-0.2,-0.26,-0.32,-0.42,0.056,0.086,0.13,0.19,True,True,True,0.26,0.46,0.8999999999999999,1.66,1.52,8,-0.91,3,30,0.252,24,5,0.056,0.08800000000000001,0.72
8V14_long_max_v1_042_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,378029,95602,282427,25.28959418457314,-99.96613584351059,0.0,99.99913241386596,0.0008675861340345925,8V14_long_max_v1_042_lx_dd_compress,1.1,2.17,33,20,0.0031,0.044,0.18,1.1300000000000001,0.16,0.605,0.4,0.8,-0.056,-0.086,-0.13,-0.23,0.2,0.26,0.32,0.42,True,False,True,0.26,0.41000000000000003,0.8999999999999999,1.4000000000000001,1.18,10,-0.67,3,26,0.16,36,11,-0.044,0.10800000000000001,0.28
8V14_long_main_v1_042_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,336940,73660,263280,21.86145901347421,-99.96523624449681,0.0,99.99916979313502,0.0008302068649768124,8V14_long_main_v1_042_lm_return_lift,1.1,2.3499999999999996,33,20,0.0031,0.052,0.232,1.1300000000000001,0.16,0.605,0.4,0.8,-0.056,-0.086,-0.13,-0.23,0.2,0.26,0.32,0.42,True,False,True,0.26,0.41000000000000003,0.8999999999999999,1.55,1.32,10,-0.67,3,26,0.204,36,11,-0.044,0.10800000000000001,0.28
8V14_long_max_v1_018_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,358551,94634,263917,26.393455882147865,-99.9620736440315,0.0,99.9992879189103,0.0007120810897043306,8V14_long_max_v1_018_lx_dd_compress,1.1500000000000001,2.17,33,14,0.0031,0.057999999999999996,0.15,1.185,0.23,0.6399999999999999,0.37,0.8,-0.056,-0.086,-0.13,-0.23,0.2,0.26,0.32,0.42,True,False,True,0.3,0.41000000000000003,0.98,1.4000000000000001,1.3599999999999999,10,-0.79,3,26,0.18000000000000002,24,8,-0.05,0.078,0.28
8V14_long_main_v1_050_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,287873,91990,195883,31.95506351759283,-99.83261483355766,0.0,99.99933425065815,0.0006657493418438243,8V14_long_main_v1_050_lm_return_lift,1.25,2.4499999999999997,21,8,0.0031,0.06,0.20400000000000001,1.185,0.23,0.6749999999999999,0.33999999999999997,0.4,-0.056,-0.086,-0.13,-0.21,0.2,0.26,0.32,0.42,True,False,True,0.38,0.46,1.14,1.66,1.4200000000000002,6,-0.91,3,10,0.252,16,5,-0.056,0.10800000000000001,0.28
8V14_short_main_v1_012_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,342268,81977,260291,23.951114331459557,-99.96511845908827,0.0,99.99941777863584,0.0005822213641537566,8V14_short_main_v1_012_sm_edge_preserve,1.1500000000000001,2.25,30,16,0.0037,0.06,0.232,1.1300000000000001,0.195,0.605,0.4,0.8,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.23,True,False,True,0.26,0.36,0.8999999999999999,1.44,1.4200000000000002,10,-0.67,3,18,0.204,20,9,0.044,0.078,0.72
8V14_short_max_v1_030_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,329881,120132,209749,36.41676847105471,-99.87790322445164,0.0,99.99945731274003,0.0005426872599634258,8V14_short_max_v1_030_sx_dd_compress,1.3,1.9,30,10,0.0031,0.051,0.19,1.295,0.30000000000000004,0.71,0.31,0.8,-0.2,-0.26,-0.32,-0.42,0.056,0.086,0.13,0.23,True,False,True,0.38,0.26,1.14,1.1,1.45,10,-1.03,3,14,0.22000000000000003,28,6,0.062,0.08800000000000001,0.72
8V14_short_main_v1_027_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,339392,66074,273318,19.46834339053366,-99.9674758872819,0.0,99.99946256038153,0.0005374396184643082,8V14_short_main_v1_027_sm_edge_preserve,1.1500000000000001,2.05,21,18,0.0034,0.055999999999999994,0.232,1.295,0.265,0.71,0.31,0.5,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.23,False,False,True,0.26,0.26,0.8999999999999999,1.22,1.62,7,-1.03,2,10,0.276,28,10,0.062,0.08800000000000001,0.72
8V14_short_main_v1_040_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,305810,97500,208310,31.88254144730388,-99.81315355893608,0.0,99.99964377492947,0.0003562250705302361,8V14_short_main_v1_040_sm_edge_preserve,1.3,2.25,24,16,0.0037,0.068,0.232,1.075,0.16,0.605,0.4,0.6000000000000001,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.19,True,True,True,0.38,0.36,1.14,1.44,1.7200000000000002,8,-0.67,3,22,0.204,32,9,0.044,0.098,0.72
8V14_short_main_v1_020_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,302212,105147,197065,34.792463568620704,-99.83399757507544,0.0,99.99968435347378,0.0003156465262166286,8V14_short_main_v1_020_sm_edge_preserve,1.3,2.3499999999999996,18,18,0.0037,0.068,0.20400000000000001,1.185,0.23,0.6749999999999999,0.33999999999999997,0.4,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.21,True,False,True,0.38,0.41000000000000003,1.14,1.55,1.52,6,-0.91,3,26,0.252,24,10,0.056,0.078,0.72
8V14_long_max_v1_006_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,446935,96452,350483,21.580766778166847,-99.99162609887127,0.0,99.99971303198706,0.00028696801294136876,8V14_long_max_v1_006_lx_dd_compress,1.05,1.99,33,18,0.0031,0.0475,0.16,1.075,0.16,0.57,0.43,0.8,-0.056,-0.086,-0.13,-0.23,0.2,0.26,0.32,0.42,True,False,True,0.22,0.31,0.82,1.2000000000000002,1.18,10,-0.55,3,14,0.14,16,10,-0.038,0.068,0.28
8V14_short_main_v1_007_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,398699,103658,295041,25.999061948989088,-99.98284325143594,0.0,99.99973689245448,0.00026310754551728266,8V14_short_main_v1_007_sm_edge_preserve,1.1500000000000001,2.15,15,20,0.0034,0.055999999999999994,0.218,1.075,0.16,0.605,0.4,0.3,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.19,False,True,True,0.26,0.31,0.8999999999999999,1.33,1.32,5,-0.67,2,14,0.204,16,11,0.044,0.068,0.72
8V14_short_max_v1_042_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,423380,115748,307632,27.339033492370916,-99.98185389824721,0.0,99.99978904970878,0.0002109502912239769,8V14_short_max_v1_042_sx_dd_compress,1.1500000000000001,2.17,30,20,0.0031,0.044,0.18,1.1300000000000001,0.16,0.605,0.4,0.8,-0.2,-0.26,-0.32,-0.42,0.056,0.086,0.13,0.23,True,False,True,0.26,0.41000000000000003,0.8999999999999999,1.4000000000000001,1.18,10,-0.67,3,26,0.16,36,11,0.044,0.10800000000000001,0.72
8V14_short_main_v1_032_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,371622,74854,296768,20.142510400353046,-99.98141850980063,0.0,99.9998038478743,0.00019615212569767948,8V14_short_main_v1_032_sm_edge_preserve,1.1500000000000001,2.15,18,14,0.0037,0.06,0.19,1.02,0.30000000000000004,0.57,0.43,0.4,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.21,True,False,True,0.26,0.31,0.8999999999999999,1.33,1.62,6,-0.55,3,14,0.18,28,8,0.038,0.098,0.72
8V14_short_main_v1_030_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,347017,114256,232761,32.9251881031765,-99.90726721721416,0.0,99.999814810677,0.0001851893230098156,8V14_short_main_v1_030_sm_edge_preserve,1.3,2.05,30,10,0.0031,0.06,0.246,1.295,0.30000000000000004,0.71,0.31,0.8,-0.2,-0.26,-0.32,-0.42,0.056,0.086,0.13,0.23,True,False,True,0.38,0.26,1.14,1.22,1.62,10,-1.03,3,14,0.276,28,6,0.062,0.08800000000000001,0.72
8V14_long_max_v1_050_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,357059,123598,233461,34.615567735304246,-99.94582808442156,0.0,99.99982469574604,0.00017530425395761995,8V14_long_max_v1_050_lx_dd_compress,1.25,2.26,21,8,0.0031,0.051,0.16,1.185,0.23,0.6749999999999999,0.33999999999999997,0.4,-0.056,-0.086,-0.13,-0.21,0.2,0.26,0.32,0.42,False,True,True,0.38,0.46,1.14,1.5,1.27,6,-0.91,3,10,0.2,16,5,-0.056,0.10800000000000001,0.28
8V14_short_max_v1_018_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,405871,118974,286897,29.313254704080855,-99.97961610581906,0.0,99.99984866045331,0.00015133954669455107,8V14_short_max_v1_018_sx_dd_compress,1.2000000000000002,2.17,30,14,0.0031,0.057999999999999996,0.15,1.185,0.23,0.6399999999999999,0.37,0.8,-0.2,-0.26,-0.32,-0.42,0.056,0.086,0.13,0.23,True,False,True,0.3,0.41000000000000003,0.98,1.4000000000000001,1.3599999999999999,10,-0.79,3,26,0.18000000000000002,24,8,0.05,0.078,0.72
8V14_long_max_v1_038_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,406088,91068,315020,22.425681133153404,-99.98722100956319,0.0,99.99985158869434,0.00014841130565601546,8V14_long_max_v1_038_lx_dd_compress,1.1500000000000001,2.08,21,12,0.0031,0.057999999999999996,0.16999999999999998,1.075,0.16,0.605,0.4,0.4,-0.056,-0.086,-0.13,-0.21,0.2,0.26,0.32,0.42,False,True,True,0.3,0.36,0.98,1.3,1.54,6,-0.67,3,22,0.16,32,7,-0.044,0.098,0.28
8V14_long_max_v1_014_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,389865,133423,256442,34.22287201980173,-99.97551871517068,0.0,99.99986941115486,0.00013058884513750257,8V14_long_max_v1_014_lx_dd_compress,1.2000000000000002,2.08,21,20,0.0031,0.0545,0.19,1.1300000000000001,0.195,0.6399999999999999,0.37,0.4,-0.056,-0.086,-0.13,-0.21,0.2,0.26,0.32,0.42,False,True,True,0.33999999999999997,0.36,1.06,1.3,1.27,6,-0.79,3,22,0.18000000000000002,20,11,-0.05,0.078,0.28
8V14_long_main_v1_047_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,351223,74555,276668,21.227254479347877,-99.98876606234738,0.0,99.99991109542322,8.890457678933927e-05,8V14_long_main_v1_047_lm_return_lift,1.1,2.4499999999999997,30,16,0.0034,0.055999999999999994,0.19,1.185,0.195,0.6399999999999999,0.37,0.7,-0.062,-0.094,-0.13999999999999999,-0.21,0.2,0.26,0.32,0.42,False,False,True,0.26,0.46,0.8999999999999999,1.66,1.32,9,-0.79,2,30,0.22799999999999998,36,9,-0.05,0.10800000000000001,0.28
