profile,role,scenario,date,equity
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-05,163.15943949136712
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-05,163.15943949136712
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-05,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-06,163.29731570816176
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-06,163.29731570816176
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-06,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-07,164.23643989056657
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-07,164.23643989056657
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-07,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-08,164.48640838224358
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-08,164.48640838224358
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-08,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-09,164.60069249567255
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-09,164.60069249567255
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-09,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-10,164.90240025075175
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-10,164.90240025075175
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-10,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-11,165.62161678627416
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-11,165.62161678627416
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-11,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-12,166.31064909732862
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-12,166.31064909732862
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-12,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-13,168.46799706495838
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-13,168.46799706495838
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-13,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-14,170.10821237437924
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-14,170.10821237437924
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-14,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-15,170.07607478066356
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-15,170.07607478066356
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-15,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-16,170.24431551641482
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-16,170.24431551641482
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-16,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-17,172.04120174955833
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-17,172.04120174955833
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-17,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-18,172.44078970575268
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-18,172.44078970575268
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-18,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-19,172.41016330587874
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-19,172.41016330587874
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-19,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-20,172.52902482930855
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-20,172.52902482930855
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-20,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-21,172.90846521952224
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-21,172.90846521952224
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-21,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-22,173.28059735848666
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-22,173.28059735848666
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-22,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-23,173.74383797787107
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-23,173.74383797787107
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-23,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-24,173.27026824659995
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-24,173.27026824659995
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-24,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-25,175.2918072432496
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-25,175.2918072432496
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-25,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-26,173.96965396262726
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-26,173.96965396262726
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-26,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-27,173.99699938555295
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-27,173.99699938555295
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-27,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-28,174.73461771625574
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-28,174.73461771625574
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-28,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-29,175.6566549927116
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-29,175.6566549927116
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-29,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-30,175.53934987723727
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-30,175.53934987723727
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-30,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-08-31,175.7360694125494
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-08-31,175.7360694125494
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-08-31,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-01,175.9483758945393
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-01,175.9483758945393
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-01,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-02,175.99180069383547
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-02,175.99180069383547
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-02,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-03,176.19967501026076
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-03,176.19967501026076
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-03,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-04,178.10667360602284
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-04,178.10667360602284
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-04,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-05,178.2362172421225
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-05,178.2362172421225
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-05,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-06,181.12687684450367
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-06,181.12687684450367
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-06,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-07,166.81084379218834
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-07,166.81084379218834
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-07,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-08,176.91625519192394
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-08,176.91625519192394
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-08,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-09,178.45023413931145
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-09,178.45023413931145
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-09,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-10,178.04908632432836
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-10,178.04908632432836
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-10,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-11,179.00233549090856
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-11,179.00233549090856
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-11,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-12,179.08282560328936
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-12,179.08282560328936
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-12,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-13,177.4002795464192
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-13,177.4002795464192
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-13,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-14,184.15036650398605
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-14,184.15036650398605
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-14,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-15,184.76235584265646
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-15,184.76235584265646
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-15,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-16,186.54562490716168
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-16,186.54562490716168
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-16,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-17,186.88715758541414
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-17,186.88715758541414
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-17,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-18,187.30491379575355
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-18,187.30491379575355
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-18,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-19,187.0545213161086
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-19,187.0545213161086
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-19,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-20,179.34344228613304
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-20,179.34344228613304
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-20,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-21,184.12075404295015
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-21,184.12075404295015
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-21,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-22,189.83670404563844
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-22,189.83670404563844
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-22,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-23,191.5191295693663
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-23,191.5191295693663
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-23,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-24,185.66701835998086
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-24,185.66701835998086
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-24,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-25,187.20297715458116
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-25,187.20297715458116
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-25,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-26,192.48358562087128
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-26,192.48358562087128
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-26,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-27,194.18380475309417
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-27,194.18380475309417
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-27,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-28,192.00649467124933
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-28,192.00649467124933
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-28,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-29,192.8880290073625
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-29,192.8880290073625
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-29,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-09-30,192.80399103855623
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-09-30,192.80399103855623
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-09-30,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-01,193.0762933261512
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-01,193.0762933261512
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-01,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-02,193.25291312485086
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-02,193.25291312485086
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-02,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-03,196.55396676513138
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-03,196.55396676513138
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-03,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-04,196.30508125135253
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-04,196.30508125135253
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-04,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-05,197.28146031142612
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-05,197.28146031142612
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-05,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-06,202.1861513942819
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-06,202.1861513942819
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-06,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-07,201.90097044603675
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-07,201.90097044603675
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-07,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-08,202.28980016980967
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-08,202.28980016980967
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-08,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-09,202.7753169882822
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-09,202.7753169882822
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-09,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-10,202.90600200080252
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-10,202.90600200080252
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-10,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-11,203.43107795549403
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-11,203.43107795549403
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-11,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-12,201.44350769479095
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-12,201.44350769479095
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-12,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-13,201.30311073849236
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-13,201.30311073849236
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-13,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-14,201.5043241604784
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-14,201.5043241604784
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-14,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-15,201.94826728964384
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-15,201.94826728964384
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-15,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-16,202.73250134189428
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-16,202.73250134189428
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-16,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-17,203.0603826233071
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-17,203.0603826233071
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-17,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-18,205.40157144579658
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-18,205.40157144579658
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-18,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-19,206.01901330938801
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-19,206.01901330938801
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-19,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-20,206.4620017960439
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-20,206.4620017960439
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-20,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-21,205.49199197443514
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-21,205.49199197443514
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-21,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-22,205.8805058816364
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-22,205.8805058816364
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-22,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-23,206.42510335479903
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-23,206.42510335479903
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-23,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-24,205.92955920071483
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-24,205.92955920071483
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-24,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-25,206.4625734168657
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-25,206.4625734168657
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-25,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-26,206.66913621496033
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-26,206.66913621496033
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-26,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-27,214.4894697031945
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-27,214.4894697031945
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-27,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-28,214.96718948741798
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-28,214.96718948741798
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-28,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-29,220.00419274704183
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-29,220.00419274704183
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-29,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-30,219.4756683773506
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-30,219.4756683773506
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-30,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-10-31,222.58799502191528
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-10-31,222.58799502191528
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-10-31,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-01,225.65695007874075
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-01,225.65695007874075
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-01,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-02,226.42833231673532
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-02,226.42833231673532
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-02,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-03,226.5589316595953
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-03,226.5589316595953
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-03,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-04,227.47188327484588
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-04,227.47188327484588
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-04,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-05,228.40194557678817
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-05,228.40194557678817
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-05,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-06,229.74598354116182
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-06,229.74598354116182
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-06,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-07,230.23222433452628
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-07,230.23222433452628
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-07,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-08,230.48326291670296
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-08,230.48326291670296
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-08,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-09,231.15757820613192
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-09,231.15757820613192
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-09,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-10,231.4918375130835
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-10,231.4918375130835
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-10,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-11,236.51058260947494
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-11,236.51058260947494
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-11,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-12,235.94665426704978
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-12,235.94665426704978
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-12,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-13,237.31222363680402
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-13,237.31222363680402
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-13,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-14,237.96761566311272
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-14,237.96761566311272
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-14,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-15,238.3276350866621
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-15,238.3276350866621
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-15,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-16,238.21089132794256
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-16,238.21089132794256
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-16,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-17,236.46239711354448
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-17,236.46239711354448
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-17,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-18,233.3739439579238
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-18,233.3739439579238
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-18,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-19,233.79763630017413
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-19,233.79763630017413
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-19,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-20,234.05985931321035
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-20,234.05985931321035
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-20,100.0
bear_range25_body08_vol15_cp20,primary,BASE,2021-11-21,239.1962073134502
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021-11-21,239.1962073134502
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2021-11-21,100.0
