symbol,file,bars,raw_bear_displacements,confirmed_events_before_horizon_expand,kept_event_horizon_rows,first_ts,last_ts
GAS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GAS_5m.csv,231523,12868,65156,260624,2023-10-25 11:45:00,2026-01-12 08:55:00
GHST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GHST_5m.csv,135177,6871,33997,135988,2024-09-23 22:00:00,2026-01-12 07:45:00
GIGGLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GIGGLE_5m.csv,25466,1123,5324,21296,2025-10-09 18:45:00,2026-01-12 06:35:00
GLM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GLM_5m.csv,196860,11051,54957,219828,2024-02-22 19:00:00,2026-01-12 08:15:00
GLMR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GLMR_5m.csv,239894,3558,18299,73196,2023-09-26 10:30:00,2026-01-12 09:05:00
GMT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GMT_5m.csv,402886,20534,103279,413116,2022-03-15 13:00:00,2026-01-12 10:45:00
GMX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GMX_5m.csv,305120,16564,81896,327584,2023-02-17 23:30:00,2026-01-12 10:05:00
GOAT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GOAT_5m.csv,126242,5917,28850,115400,2024-10-24 22:30:00,2026-01-12 07:40:00
GPS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GPS_5m.csv,92781,4205,20783,83132,2025-02-18 02:00:00,2026-01-12 07:10:00
GRASS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GRASS_5m.csv,121896,6402,31523,126092,2024-11-09 00:30:00,2026-01-12 07:35:00
GRIFFAIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GRIFFAIN_5m.csv,106074,5294,25807,103228,2025-01-02 22:30:00,2026-01-12 07:20:00
GRT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GRT_5m.csv,532761,29507,148594,594376,2020-12-19 16:00:00,2026-01-12 12:40:00
GTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GTC_5m.csv,482678,23110,114203,456812,2021-06-11 12:30:00,2026-01-12 11:35:00
GUN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GUN_5m.csv,80731,3966,19312,77248,2025-03-31 22:00:00,2026-01-12 07:05:00
