axis,path,is_trade_ledger,symbol_col,pnl_col,strategy_col,entry_ts_col,exit_ts_col,path_score
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00006_1000CHEEMS.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00007_1000FLOKI.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00008_1000LUNC.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00009_1000PEPE.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00010_1000RATS.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00011_1000SATS.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00012_1000SHIB.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00013_1000WHY.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00014_1000X.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00015_1000XEC.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00016_1INCH.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00017_1MBABYDOGE.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00018_2Z.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00019_42.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
long_max2,C:\Users\user\Desktop\LCD\파이썬\local_results\fabio_scalper_v10_20files_20260607_075131\_symbol_trade_parts\00020_4.csv,True,symbol,net_return_pct,,entry_time,exit_time,0.0
